CUIN,Company Name,CRO Name,Company Kind,Auditor Name,Auditor Appointment Date
44728,MAG & SONS (PVT.) LIMITED,Lahore,Private Companies,HASHMI AND COMPANY,31-Oct-16
110737,MAG APARTMENTS (PRIVATE) LIMITED,Lahore,Private Companies,A. SATTAR AND CO.,28-Oct-18
69552,MAG CONSTRUCTORS AND DEVELOPERS (PVT.) LIMITED,Lahore,Private Companies,KARAMAT CH. AND CO.,28-Oct-18
98430,MAG ENTERTAINMENT (PVT.) LIMITED,Islamabad,Private Companies,Aslam Malik and Co,28-Oct-19
82830,MAG HOLDING COMPANY (PVT.) LIMITED,Karachi,Private Companies,"SHEKHA AND MUFTI, Chartered Accountants, Partners: 1)Majeed Uddin Khan 2)Jawwad Shekha 3)Adnan Mufti",31-Oct-14
86244,MAG SIGNAGE (PVT.) LIMITED,Karachi,Private Companies,"M/s. Sajid and Company, Chartered Accountants Prop: Mr. Muhammad Sajid",6-Jan-14
90621,MAGA LAND DEVELOPERS (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,27-Nov-14
87757,MAGCOM (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND CO.,28-Oct-19
80598,MAGENTA CAPITAL (PVT.) LIMITED,Karachi,Private Companies,UHY Hassan Naeem and Co. Chartered Accountants,27-Sep-19
115034,MAGENTA CONSULTING (PRIVATE) LIMITED,Islamabad,Private Companies,FAISAL MAHMOOD and CO.,7-Feb-18
114215,MAGENTACORE (SMC-PRIVATE) LIMITED,Islamabad,Single Member Companies,MIAN SALEEM AND CO,29-Oct-18
79009,MAGIC BROADBAND COMMUNICATIONS (PVT.) LIMITED,Lahore,Private Companies,TARIQ ABDUL GHANI MAQBOOL AND CO.,31-Aug-17
81520,MAGIC ISLAND INTERNET (PVT.) LIMITED,Lahore,Private Companies,HASSAN NAEEM AND CO.,5-Nov-12
45475,MAGIC RIVER SERVICES LIMITED,Lahore,Public Unlisted Companies,AZIM AND COMPANY,31-Oct-08
46138,MAGIC ROUNDABOUT NURSERIES PAKISTAN (PRIVATE) LIMITED,Islamabad,Private Companies,OMER ADIL AND CO.,31-Oct-15
94137,MAGIC TOURS (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,25-Oct-19
42007,MAGICEAST COMMUNICATION SYSTEMS (PRIVATE) LIMITED,Islamabad,Private Companies,IJAZ TABASSUM AND CO. CA (ISB) (PSH),24-Jan-01
75551,MAGICLAMP (PVT.) LIMITED,Lahore,Private Companies,S. R. HUSSAIN AND CO.,31-Oct-15
37419,MAGICLAND (PRIVATE) LIMITED,Islamabad,Private Companies,RAFAQAT BABER AND CO,31-Oct-08
58026,MAGICWORKS (PRIVATE) LIMITED,Karachi,Private Companies,A. G. HABIB AND CO,27-Oct-18
94775,MAGICWORLD (PVT.) LIMITED,Lahore,Private Companies,MAQBOOL HAROON SHAHID SAFDAR AND CO.,31-Oct-17
83265,MAGISCH TECH SOLUTIONS (PVT.) LIMITED,Islamabad,Private Companies,HABIB ULLAH OF HABIB ULLAH KHAN AND CO,28-Oct-19
102422,MAGLEV CONSULTING (PVT.) LIMITED,Peshawar,Private Companies,S.amin and co.chartered,26-Sep-16
63624,MAGM HOLDINGS (PRIVATE) LIMITED,Karachi,Private Companies,Junaidy Shoaib Asad,25-Oct-19
65620,MAGMA (PRIVATE) LIMITED,Islamabad,Private Companies,AGHA MUJEEB AND CO. (RWP),30-Oct-09
59993,MAGMA CONSULTING (PVT.) LIMITED,Lahore,Private Companies,ABIDA KAMIRAN AND CO. (C.A.) (LHR),31-Oct-12
92656,MAGMA CONSULTING CORPORATION (PVT.) LIMITED,Karachi,Private Companies,Sajid and Co,31-Oct-16
101069,MAGMA VERTEX (PVT.) LIMITED,Islamabad,Private Companies,FAISAL MAHMOOD AND CO CHARTERED ACCOUNTANT,31-Oct-17
128303,MAGNA ENGINEERING (PRIVATE) LIMITED,Karachi,Private Companies,A A Baig and Co,28-Oct-19
32174,MAGNA INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,M. YOUSUF ADIL SALEEM AND CO. CA (LHR),31-Oct-08
56287,MAGNA INTERNATIONAL PETROLEUM (PRIVATE) LIMITED,Karachi,Private Companies,SHAHID SAMIE AND CO,10-Aug-07
52139,MAGNA PROCESSING INDUSTRIES (PVT.) LIMITED,Faisalabad,Private Companies,RSM AVAIS HYDER LIAQUAT NAUMAN CHARTERED ACCOUNTANTS,28-Oct-19
48793,MAGNA STEEL (PRIVATE) LIMITED.,Karachi,Private Companies,MANSHA MOHSIN DOSSANI KHAN AND CO. CA,31-Oct-06
91995,MAGNA STONE AND MINING INDUSTRIES (PVT.) LIMITED,Karachi,Private Companies,IMRAN ABID,31-Oct-16
30989,MAGNA TEXTILE INDUSTRIES (PVT.) LIMITED,Faisalabad,Private Companies,RSM AVAIS HYDER LIAQUAT NAUMAN CHARTERED ACCOUNTANTS,28-Oct-19
107341,MAGNACOR ENGINEERING (PRIVATE) LIMITED,Islamabad,Private Companies,Tariq Hanif and Co.,27-Oct-18
117738,MAGNACORP SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,M. Usman Akram and Co. Chartered Accountants,26-Oct-19
117982,MAGNACORP SOLUTIONS (PRIVATE) LIMITED,Islamabad,Private Companies,M Usman Akram and Co. Chartered Accountants,26-Oct-19
56870,MAGNACRETE (PRIVATE) LIMITED,Karachi,Private Companies,IBRAHIM SHAIKH AND COMPNAY,31-Oct-19
71309,MAGNAF MEDIA (PVT.) LIMITED,Islamabad,Private Companies,WA ASSOCIATES,14-Jan-10
45262,MAGNATE SECURITY SYSTEMS & SERVICES (PVT) LTD,Karachi,Private Companies,HORIZON CONSULTANTS,31-Oct-09
136937,MAGNATEC SYSTEMS(PRIVATE) LIMITED,Lahore,Private Companies,IQBAL ASSOCIATES,21-Aug-19
41404,MAGNATES COMMUNICATION SOLUTIONS (PRIVATE) LIMITED,Islamabad,Private Companies,RIASAT ISHTIAQ AND CO,28-Oct-19
98919,MAGNET (PVT.) LIMITED,Islamabad,Private Companies,AZEEMULLAH AND CO CHARTERED ACCOUNTANTS,31-Oct-19
76495,MAGNET COMMUNICATIONS (PVT.) LIMITED,Lahore,Private Companies,M/S. Salariya and Co. Chartered Accountants,31-Oct-16
97593,MAGNET ENGINEERING WORKS (PVT.) LIMITED,Lahore,Private Companies,SALARIYA AND CO.,28-Oct-19
68595,MAGNET HOLDINGS (PVT.) LIMITED,Lahore,Private Companies,SALARIYA AND CO.,28-Oct-19
66802,MAGNET MEDIA (PVT.) LIMITED,Lahore,Private Companies,AHMAD USMAN SHABBIR AND CO.,28-Oct-19
130936,MAGNIC DIGITAL (PRIVATE) LIMITED,Lahore,Private Companies,Hameed and Co. Chartered Accountants,1-Apr-19
107299,MAGNIFICENT COMMUNICATION (PRIVATE) LIMITED,Karachi,Private Companies,MOHI UDDIN AND CO,31-Oct-17
86161,MAGNITUDE ENGINEERING AND SERVICES (PVT.) LIMITED,Islamabad,Private Companies,Amin Bhatti and co,1-Jan-14
52470,MAGNOLIA TEXTILE MILLS (PVT.) LIMITED,Lahore,Private Companies,AWAN AND CO.,31-Oct-07
8083,MAGNUM (PVT) LIMITED,Lahore,Private Companies,YOUSAF ISLAM ASSOCIATES,31-Dec-00
88003,MAGNUM AIRWAYS TRAVEL (PVT.) LIMITED,Lahore,Private Companies,SAEED UL HASSAN AND CO. CAS,31-Oct-18
30351,MAGNUM CHEMICALS ( PRIVATE ) LIMITED,Lahore,Private Companies,FORD RHODES SIDAT HYDER AND CO. (LHR),31-Dec-96
64296,MAGNUM CONSULTANT (PVT.) LIMITED,Islamabad,Private Companies,OMER ADIL AND CO.,11-Feb-08
87760,MAGNUM GASES (PVT.) LIMITED,Karachi,Private Companies,Sajid and Company,16-Feb-15
71414,MAGNUM MANAGEMENT SOLUTIONS (PVT.) LIMITED,Karachi,Private Companies,IECNET SKSSS CA,28-Oct-19
86279,MAGNUM OPUS (PVT.) LIMITED,Lahore,Private Companies,KRESTON HYDER BHIMJI AND CO.,27-Oct-18
88121,MAGNUM PACKAGES (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN KAMAL,27-Oct-18
92774,MAGNUM PRODUCTS AND SERVICES (PVT.) LIMITED,Islamabad,Private Companies,Asad Fouad Chartered Accountants,28-Oct-19
52683,MAGNUM SECURITY SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,SAJID AND CO.,1-Oct-16
86008,MAGNUM STAR ASSOCIATES (PVT.) LIMITED,Islamabad,Private Companies,Waseem Associates,29-Oct-19
61495,MAGNUS INVESTMENT ADVISORS LIMITED,Karachi,Public Unlisted Companies,KPMG TASEER HADI AND CO.,24-Oct-19
75662,MAGNUS KAHL SEEDS (PRIVATE) LIMITED,Karachi,Private Companies,BDO EBRAHIM AND CO.,28-Oct-19
128154,MAGNUS MAGE (PRIVATE) LIMITED,Lahore,Private Companies,ASAD FOUAD,15-Oct-19
82257,MAGNUS SYNERGIES (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND COMPANY,17-Jan-13
110662,MAGOON CONSULTANTS & BUILDERS (PRIVATE) LIMITED,Karachi,Private Companies,"AMIR HUSSAIN ASSOCIATES , CHARTERED ACCOUNTANTS",23-Aug-17
61079,MAGOON INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,AZIM AND COMPANY,31-Oct-15
23385,MAGOON TEXTILES (PRIVATE) LIMITED,Karachi,Private Companies,S. M. SUHAIL AND CO.,30-Oct-04
91662,MAGRAY TRAVEL AND TOURS (PVT.) LIMITED,Islamabad,Private Companies,Tariq Hanif and Co,31-Oct-15
63998,MAGSNET LIMITED,Karachi,Public Unlisted Companies,TANVEER AFZAL AND CO. CA,23-Jan-08
87813,MAGTECH (PRIVATE) LIMITED,Karachi,Private Companies,SAUD ANSARI AND CO,27-Oct-18
58079,MAGVISOR (PVT.) LIMITED,Islamabad,Private Companies,RIASAT KHAN AND CO,15-Oct-12
71591,MAGVISOR GROUP (PVT.) LIMITED,Islamabad,Private Companies,RIASAT ISHTIAQ AND CO,15-Oct-12
61314,MAGVISOR PETROLEUM (PVT.) LIMITED,Islamabad,Private Companies,RIASAT KHAN AND CO,15-Oct-12
65355,MAH PLASTIC INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,ARSHAD RAHEEM AND COMPANY,28-Oct-19
47096,MAH RICE MILLS (PVT.) LIMITED,Lahore,Private Companies,"QADEER AND CO., C.A., (LHR)",12-Dec-19
103230,MAH VEHICLE ENGINEERING (PVT.) LIMITED,Karachi,Private Companies,SOHAIL AHMED AND COMPANY,28-Oct-19
91870,MAH'D ENGINEERS (PVT.) LIMITED,Lahore,Private Companies,ATTA ULLAH AND CO.,28-Oct-19
90711,MAH-E-NOOR COTTON INDUSTRIES (PVT.) LIMITED,Multan,Private Companies,JAVAID CHAUDHRY AND COMPANY,31-Oct-16
84265,MAH-E-NOOR LABORATORIES (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,30-Oct-18
86749,MAHA AHMAD INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND COMPANY,28-Oct-19
26144,MAHA APPARELS (PRIVATE) LIMITED,Islamabad,Private Companies,ANJUM ASIM SHAHID AND CO. CA (LHR),31-Dec-02
77402,MAHA INTERNATIONAL HAJJ AND UMRAH COMPANY (PVT.) LIMITED,Multan,Private Companies,MUHAMMAD WAQAS KHALID,31-Oct-12
54697,MAHA SECURITIES (PVT.) LIMITED,Lahore,Private Companies,IECnet S.K.S.S.S. Chartered Accountants,29-Oct-18
79236,MAHA TOURS & TRAVELS (PVT.) LIMITED,Karachi,Private Companies,Salahuddin and Co.,9-Oct-19
59974,MAHAD & RAYYAN TRAVELS (PRIVATE) LIMITED,Karachi,Private Companies,BAKHTIAR AND CO.,30-Mar-07
127774,MAHAD SYNDICATE (PRIVATE) LIMITED,Karachi,Private Companies,Tabani And Sheikhani,28-Oct-19
73803,MAHAD TRAVELS (PVT.) LIMITED,Karachi,Private Companies,ANSARI ASSOCIATES,28-Oct-18
99055,MAHALMI SEED CORPORATION (PVT.) LIMITED,Faisalabad,Private Companies,YASEEN AHMAD,19-Apr-16
77653,MAHAM (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,31-Oct-15
65899,MAHAM TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,INAM UL HAQ AND CO.,28-Oct-18
79255,MAHANDRU ASSOCIATES (PVT.) LIMITED,Lahore,Private Companies,KHAN WAHEED AND CO,31-Oct-15
60611,MAHANOOR FOOD INDUSTRIES (PVT.) LIMITED,Karachi,Private Companies,TABANI AND SHEIHKANI CHARTERED ACCOUNTANTS,28-Oct-19
107098,MAHAR & BROTHERS CONSTRUCTION (PRIVATE) LIMITED,Karachi,Private Companies,MAQSOOD AND CO. CHARTERED ACCOUNTANTS,28-Oct-19
111617,MAHAR ARSHAD TRAVELS & TOURS (PRIVATE) LIMITED,Multan,Private Companies,IQBAL ASSOCIATES,27-Oct-18
55546,MAHAR MEDICAL CENTER (PRIVATE) LIMITED,Karachi,Private Companies,NAMDAR AND CO,30-Oct-10
79144,MAHAR'S (PVT.) LIMITED,Karachi,Private Companies,UBAID UR REHMAN AND CO,28-Oct-17
82846,MAHARA TRADING (PVT.) LIMITED,Karachi,Private Companies,TFO and Company,5-Oct-19
52393,MAHARAJA (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND CO. CA (LHR),12-Sep-05
92708,MAHARAJA SEEDS COMPANY (PVT.) LIMITED,Faisalabad,Private Companies,Asif Ali,11-Apr-15
16954,MAHARANI CONSUMER PRODUCTS (SMC-PVT.) LIMITED,Karachi,Single Member Companies,JALIS AHMED AND CO. CA,20-Oct-16
85814,MAHARVI CONSTRUCTION (PVT.) LIMITED,Karachi,Private Companies,MANSOOR AHMED,22-Nov-13
87205,MAHASH INTERNATIONAL TRADING (PVT.) LIMITED,Peshawar,Private Companies,Karamat Chaudhri And Co,31-Oct-15
99507,MAHAY & GARDEZI (PVT.) LIMITED,Multan,Private Companies,SHAFIQ AND CO,17-May-16
62963,MAHBA MARKETING SERVICES (PVT.) LIMITED,Islamabad,Private Companies,MAQBOOL HAROON SHAHID SAFDAR AND CO.,31-Oct-09
78451,MAHBOOB AHMAD HAMDANI TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,HAMAYUNHAYAT AND CO,31-Oct-15
22570,MAHBOOB AMIN (PVT.) LIMITED,Faisalabad,Private Companies,ZAHID JAMIL AND CO. CA,28-Oct-19
4183,MAHBOOB BAKHSH (PRIVATE) LIMITED,Karachi,Private Companies,MUHAMMAD NAEEM AND CO,26-Oct-18
6386,MAHBOOB BAKHSH HOTELS (PRIVATE) LIMITED,Karachi,Private Companies,FEROZ AZIZ AND CO,26-Oct-19
4199,MAHBOOB ELAHI AND SONS (PVT.) LIMITED,Lahore,Private Companies,IZHAR AND CO.,28-Oct-18
5769,MAHBOOB INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,TABUSSUM SALEEM AND CO.,28-Oct-19
72836,MAHBOOB IQBAL SPINNING MILLS (PVT.) LIMITED,Lahore,Private Companies,MAQBOOL HAROON SHAHID SAFDAR AND CO.,31-Oct-11
113670,MAHBOOB UL HARAMAIN TRAVEL & TOURS (PRIVATE) LIMITED,Islamabad,Private Companies,TAF Consultants,28-Oct-19
56805,MAHBOOB-E-REHMANI UMRAH & HAJJ SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,28-Oct-19
30191,MAHBRO (PRIVATE) LIMITED.,Islamabad,Private Companies,M. HANIF AND CO. CA,10-May-93
5322,MAHBUB TRADERS (PVT) LIMITED,Lahore,Private Companies,QUDOOS ABID AND CO.,31-Dec-88
13031,MAHDI PAKISTAN (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,28-Oct-19
72799,MAHEEN TEXTILE MILLS (PVT.) LIMITED,Faisalabad,Private Companies,AZHAR ZAFAR AND CO. CHARTERED ACCOUNTANTS,28-Oct-19
78524,MAHEEN TRAVEL & TOURS (PVT.) LIMITED,Islamabad,Private Companies,"ANWAR JAVED WAQAR ALI, CHARTERED ACCOUNTANTS",25-Oct-18
74394,MAHEER TECHNICAL COMMUNICATION SERVICES (PVT.) LIMITED,Sukkur,Private Companies,ISRAR AHMED MAHOTO,31-Oct-16
81109,MAHER ANUS & CO (PVT.) LIMITED,Lahore,Private Companies,MAKSOOD AND CO.,22-Sep-12
100915,MAHER CONSULTING (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,WAQAS AND COMPANY,28-Oct-19
2944,MAHFOOZ (PRIVATE) LIMITED,Karachi,Private Companies,S. M. ATTAULLAH,26-Dec-08
74647,MAHFOOZ SHAUKAT & COMPANY (PVT.) LIMITED,Lahore,Private Companies,A. CHUGHTAI AND CO.,28-Oct-19
84321,MAHHAM ENGINEERING SERVICES (PVT.) LIMITED,Lahore,Private Companies,. KHAN AND CO.,31-Oct-16
130904,MAHI FOODS (SMC-PRIVATE) LIMITED,Faisalabad,Single Member Companies,YAQUB AND CO,28-Oct-19
19009,MAHI INTERNATIONAL (PRIVATE) LIMITED,Islamabad,Private Companies,A AND A ASSOCIATES,31-Dec-93
113256,MAHI MADNI TRAVELS & TOURS (PRIVATE) LIMITED,Lahore,Private Companies,ABTAB NABI AND CO,28-Oct-19
28449,MAHI TRADING & SHIPPING (PRIVATE) LIMITED,Karachi,Private Companies,AMIR HUSSAIN AND CO. CA,28-Oct-19
83683,MAHIL HAJJ TOUR & TRAVEL SERVICES (PVT.) LIMITED,Lahore,Private Companies,KARAMAT CH,20-May-13
96195,MAHIR SERVICES (PVT.) LIMITED,Islamabad,Private Companies,M Yousuf and Co Cost and Management Accountants,30-Oct-18
85632,MAHJABEEN TRAVEL & TOUR (PVT.) LIMITED,Karachi,Private Companies,SAUD ANSARI AND CO,27-Oct-18
75061,MAHL PETRO (PVT.) LIMITED,Faisalabad,Private Companies,MUHAMMAD AKRAM,31-Oct-14
93608,MAHL POWER COMPANY (PVT.) LIMITED,Islamabad,Private Companies,KPMG Taseer Hadi and Co,18-Apr-19
47899,MAHM BROKERAGE (SMC-PVT.) LIMITED,Lahore,Single Member Companies,IZHAR AND CO.,31-Oct-13
9273,MAHMOOD (PRIVATE) LIMITED,Karachi,Private Companies,MUHAMMAD FAROOQ AND CO. CA,31-Dec-95
11179,MAHMOOD AND COMPANY (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,28-Oct-19
62576,MAHMOOD BUTT & SONS (PVT.) LIMITED,Lahore,Private Companies,FAKHAR AND CO.,27-Aug-07
24817,MAHMOOD COTTON FABRICS (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,31-Mar-98
1236,MAHMOOD COTTON GINNING PRESSING AND OIL MILLS (PVT.) LIMITED,Multan,Private Companies,ASHIQ AAMER SATTAR AND COMPANY,28-Oct-19
9357,MAHMOOD ELECTRIC AND MACHINERY SUPPLY COMPANY (PVT) LTD,Lahore,Private Companies,M. A. TABBASAM AND CO. CA (LHR),31-Dec-88
25132,MAHMOOD EMBROIDERY ( PRIVATE ) LIMITED,Lahore,Private Companies,A. SATTAR AND CO.,31-Oct-17
72160,MAHMOOD FEED (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,28-Oct-19
26807,MAHMOOD GINNERS (PVT) LTD,Faisalabad,Private Companies,"SH SHAHBAZ RAZA, S. RAZA AND CO,C.A.",28-Oct-19
99943,MAHMOOD PHARMACY (PVT.) LIMITED,Lahore,Private Companies,J KHAN AND CO,28-Oct-18
72163,MAHMOOD POWER GENERATION LIMITED,Multan,Public Unlisted Companies,WAQAS AND COMPANY,14-Apr-10
71276,MAHMOOD SONS (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND COMPANY,28-Oct-19
86964,MAHMOOD SONS POULTRY (PVT.) LIMITED,Islamabad,Private Companies,MUHAMMAD HUSSAIN AND CO,31-Oct-16
3079,MAHMOOD TEXTILE MILLS LIMITED,Multan,Public Listed Companies,SHINEWING HAMEED CHAUDHRI AND COMPANY,30-Oct-19
24916,MAHMOOD TRAVELS (PVT.) LIMITED,Faisalabad,Private Companies,ZAHID JAMIL AND CO. CA,28-Oct-19
55758,MAHMOOD YASIN HAJJ & TOURS SERVICES (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,28-Oct-18
56722,MAHMOODIA HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND CO,28-Oct-19
15743,MAHMUD AGRO INDUSTRIES (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,25-Oct-19
52515,MAHMUD SHAH (PVT.) LIMITED,Lahore,Private Companies,NAEEM TARIQ AND COMPANU,31-Oct-09
51885,MAHNOOR RICE COMPANY (PVT.) LIMITED,Lahore,Private Companies,MUNAWAR SAJID AND CO,1-Aug-17
69526,MAHNOOR TRADING ESTABLISHMENT (PVT.) LIMITED,Karachi,Private Companies,Maqsood and Co,31-Oct-10
57296,MAHNOOR TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,ASAD WAQAS AND CO.,31-Aug-19
53519,MAHR COMMODITIES (PVT.) LIMITED,Islamabad,Private Companies,AMIR ALAM KHAN AND CO.,14-Oct-09
23043,MAHR GARMENTS (PRIVATE) LIMITED,Lahore,Private Companies,M. IMRAN AKHTAR AND CO CA LHR,26-Oct-18
39927,MAHR SPICES 'N' FOODS (PRIVATE) LIMITED,Lahore,Private Companies,M. IMRAN AKHTAR AND CO.,26-Oct-18
44409,MAHR SPORTS (PVT.) LIMITED,Lahore,Private Companies,HASHMI AND COMPANY,26-Oct-18
82105,MAHR TECHNOSOL (PVT.) LIMITED,Islamabad,Private Companies,Asad Fouad Chartered Accountants,28-Oct-19
102873,MAHRAJ ENTERPRISES (PVT.) LIMITED,Islamabad,Private Companies,S Amin and Co,25-Oct-16
72460,MAHREEB INTERNATIONAL (PVT.) LIMITED,Islamabad,Private Companies,MUHAMMAD HANIF,26-Oct-19
90093,MAHREEN CONSTRUCTION COMPANY (PVT.) LIMITED,Peshawar,Private Companies,KHURRAM AZIZ And CO,13-Oct-14
95621,MAHROSH SEEDS COMPANY (PVT.) LIMITED,Multan,Private Companies,ALI ASSOCIATES,26-Oct-15
68383,MAHRUKH PACKAGES (PVT.) LIMITED,Karachi,Private Companies,RAZA SIDDIQUI AND COMPANY,31-Oct-19
88016,MAHRUKH TRAVEL & TOURS (PVT.) LIMITED,Islamabad,Private Companies,M. HANIF AND CO,5-May-14
88737,MAHRUS TECHNOLOGIES (PVT.) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,31-Oct-14
44824,MAHVASH AND JAHANGIR SIDDIQUI FOUNDATION,Karachi,Associations under section 42,GRANT THORNTON ANJUM RAHMAN,31-Oct-19
56238,MAHWANNEEN HAJJ SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ABDUL WAHEED AND CO CHARTERED ACCOUNTANTS,22-Oct-19
113983,MAI FOOD BRANDS (PRIVATE) LIMITED,Karachi,Private Companies,Imran Hasan and Co Chartered Accountants,3-Apr-19
130506,MAIDAN HAJJ SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ZUBAIR AND CO,28-Oct-19
86718,MAILSI SEEDS CORPORATION (PVT.) LIMITED,Multan,Private Companies,WAQAS AND CO.,28-Oct-19
124827,MAIMAAR STEEL (PRIVATE) LIMITED,Lahore,Private Companies,GHULAM ALI AND CO.,24-Jun-19
46563,MAIMAR (PVT.) LIMITED,Lahore,Private Companies,MUNAWAR ASSOCIATES (LHR),30-Dec-03
2442,MAIMOONA AGRO ENERGY & ALLIED INDUSTIRES (PVT.) LIMITED,Karachi,Private Companies,A. G. HABIB AND CO,26-Oct-18
83121,MAIN LINE COMPANY (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,24-Mar-13
91987,MAIN STAGE PRODUCTIONS (PVT.) LIMITED,Karachi,Private Companies,"Baker Tilly Mehmood Idrees Qamar, Chatered Accountants",28-Oct-19
48920,MAINETTI PAKISTAN (PRIVATE) LIMITED,Karachi,Private Companies,MUNIFF ZIAUDDIN AND COMPANY,28-Oct-19
42797,MAINLAND HUSNAIN PAKISTAN LIMITED,Lahore,Public Unlisted Companies,A. F. FERGUSON AND CO. CA,27-Sep-10
60087,MAINLAND HUSSNAIN DEVELOPERS LIMITED,Lahore,Public Unlisted Companies,KHALID MAJID RAHMAN SARFARAZ RAHIM IQBAL RAFIQ,24-Apr-07
107956,MAINSTAY CONSULTING SERVICES (PRIVATE) LIMITED,Lahore,Private Companies,Z. Ahmad and Co,29-Oct-18
9659,MAINTALLOYS (PRIVATE) LIMITED,Karachi,Private Companies,Crowe Hussain Chaudhuy and Co Chartered Accountants,28-Oct-19
68448,MAINTENANCE AND SERVICES (PVT.) LIMITED,Lahore,Private Companies,A.CHUGHTAI AND CO,27-Oct-18
36874,MAIRA CAPITAL SECURTIES (PVT) LTD,Lahore,Private Companies,HAMEED CHAUDHARY AND CO. (LHR),25-Jul-96
80401,MAIRAJ RICE MILLS (PVT.) LIMITED,Lahore,Private Companies,MUDASSAR AND CO.,15-Jun-17
6711,MAIRAJ SONS LIMITED,Lahore,Public Unlisted Companies,A. S. SHEIKH AND CO. CA (LHR),29-Jun-89
87121,MAIRAJ UR RASOOL SERVICES (PVT.) LIMITED,Multan,Private Companies,MUHAMMAD SIDDIQ CHOHAN,10-Mar-14
104006,MAIRAJ-E-PAK TRAVEL & TOURS (PVT.) LIMITED,Islamabad,Private Companies,Khan Waheed and Co.,28-Oct-19
128500,MAIRFAN SOLUTIONS (PRIVATE) LIMITED,Lahore,Private Companies,Aslam Khan Company,7-Apr-19
55849,MAISARAH (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,25-Oct-19
77922,MAISON (PVT.) LIMITED,Islamabad,Private Companies,RIZWAN AHMAD of RIZWAN AHMAD and Co.,22-Oct-14
95500,MAISON BUILDERS (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,28-Oct-17
136178,MAISON DE SCIENCE (PRIVATE) LIMITED,Islamabad,Private Companies,WASEEM ASSOCIATES,5-Sep-19
71714,MAISONTEX INTERNATIONAL (PVT.) LIMITED,Faisalabad,Private Companies,Ahmad Junaid and Co Chartered Accountants,24-Feb-10
55658,MAISOON HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M. Asif Jamil and Co.,16-Oct-19
100967,MAIT SEED COMPANY (PVT.) LIMITED,Karachi,Private Companies,SHAHID HABIB AND CO,8-Aug-16
27956,MAIYAR WEAVING MILLS LIMITED,Karachi,Public Unlisted Companies,DAUDALLY LALANI AND CO. CA,19-Nov-04
123725,MAIZBAN GHAR (PRIVATE) LIMITED,Lahore,Private Companies,Malik Haroon Shahid Safder and Co. Chartered Accountants,28-Oct-19
116452,MAIZBAN TRAVEL & TOURS (PRIVATE) LIMITED,Faisalabad,Private Companies,Iqbal Associates,16-Apr-18
36785,MAIZE PRODUCTS GHAKHAR (PVT) LIMITED.,Lahore,Private Companies,"MANZOOR HUSSAIN MIR AND CO., CA (LHR)",31-Oct-10
99736,MAIZEX SEEDS (PVT.) LIMITED,Lahore,Private Companies,NAZEER AND COMPANY,31-Oct-16
45453,MAIZONA (PVT.) LIMITED,Lahore,Private Companies,ABIDA KAMIRAN AND CO. (C.A.) (LHR),28-Oct-19
138792,MAJ & SONS (PRIVATE) LIMITED,Karachi,Private Companies,SAUD ANSARI AND CO,16-Sep-19
