CUIN,Company Name,CRO Name,Company Kind,Auditor Name,Auditor Appointment Date
61617,M PAY (PRIVATE) LIMITED,Karachi,Private Companies,SAJID AND CO,31-Oct-17
103256,M & C AIR SERVICES PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,AHMED USMAN SHABBIR AND CO,14-Jun-19
58834,M & C AVIATION PAKISTAN (PRIVATE) LIMITED.,Karachi,Private Companies,MEHMOOD IDRESS QAMAR AND CO,10-Feb-07
81911,M & C SAATCHI WORLD SERVICES PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,Kabani and Company,17-Dec-12
12709,M & F COMMERCIAL CORPORATION (PRIVATE) LIMITED,Karachi,Private Companies,MAZARS M.F. AND CO,26-Oct-19
20486,M & H ENGINEERING INDUSTRIES (PVT.) LIMITED,Peshawar,Private Companies,SHAHID SAMI AND CO. (PSH),25-Apr-91
8547,M & J ENGINEERING (PRIVATE) LIMITED,Karachi,Private Companies,S. M. SUHAIL AND CO.,31-Oct-06
130927,M & J SHIPPING LINE (PRIVATE) LIMITED,Karachi,Private Companies,RAZA SIDDIQUI AND CO.(CHARTERED ACCOUNTANT),15-Apr-19
110565,M & K (PRIVATE) LIMITED,Karachi,Private Companies,Junaid and Co,28-Aug-17
21801,M & M CORPORATION (PRIVATE) LIMITED,Karachi,Private Companies,UMAR SIDDIQUI AND CO. CA,31-Dec-02
96853,M & M FISHERIES INTERNATIONAL (PVT.) LIMITED,Karachi,Private Companies,Mr. Maqsood Raza - Maqsood and Company,5-Jan-16
54907,M & M GLASS (PVT.) LIMITED,Lahore,Private Companies,BAKER TILLY MEHMOOD IDREES QAMAR C.A.,28-Oct-19
91182,M & M HARRIS PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,IDRIS AND CO,27-Oct-17
87563,M & M INNOVATORS (PVT.) LIMITED,Islamabad,Private Companies,ILYAS SAEED AND CO,27-Oct-18
70430,M & M TECHNOLOGIES (PVT.) LIMITED,Faisalabad,Private Companies,PARKER RANDALL A.J.S.,31-Oct-11
102066,M & N CREATIVE CONCEPT (PVT.) LIMITED,Lahore,Private Companies,ASLAM MALIK AND CO CHARTERED ACCOUNTANTS,28-Oct-19
19972,M & O COMMODITIES (PRIVATE) LIMITED,Karachi,Private Companies,JALIS AHMED AND CO. CA,31-Oct-16
80790,M & P COMPANY (PVT.) LIMITED,Karachi,Private Companies,A.G. Habib and Co,17-Aug-12
11253,M & P MARKETING SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,EY Ford Rhodes,31-Oct-16
81819,M & S AVIATORS (PVT.) LIMITED,Karachi,Private Companies,CLARKSON HYDE SAUD ANSARI,28-Oct-19
65744,M & S CONSTRUCTION CO. (PVT.) LIMITED,Lahore,Private Companies,IMRAN SAEED AND CO,20-May-08
82575,M & S DEVELOPERS AND BUILDERS (PVT.) LIMITED,Karachi,Private Companies,A.G HABIB AND CO.,31-Oct-13
73773,M & S FOOD AND BEVERAGES (PVT.) LIMITED,Islamabad,Private Companies,Iqbal Yasir Khalid and Co,14-Oct-10
68572,M & S MAINTENANCE AND SERVICES (PVT.) LIMITED,Lahore,Private Companies,S. HAIDER AND CO.,31-Oct-19
75718,M & Z RICE PROCESSING MILLS (PVT.) LIMITED,Karachi,Private Companies,MAQSOOD RAZA,28-Oct-17
89567,M - R LAW CHAMBERS (PVT.) LIMITED,Lahore,Private Companies,ATTA ULLAH AND CO CHARTERED ACCOUNTANT,31-Oct-16
133768,M A KAMIL FARMA (PRIVATE) LIMITED,Karachi,Private Companies,JALIS AHMAD AND COMPANY CHARTERED ACCOUNTANTS,15-May-19
77919,M A SERVICES (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,IQBAL YASIR and CO,31-Oct-13
107279,M ABID CONSTRUCTION COMPANY (PRIVATE) LIMITED,Peshawar,Private Companies,MUSHTAQ AKBAR AND CO.(CHARTERED ACCOUNTANTS),25-Oct-19
145936,M AND B MANUFACTURING (PRIVATE) LIMITED,Lahore,Private Companies,Zaheer Babar and Co,15-Apr-20
89563,M AND S TRAVEL & TOURISM SERVICES (PVT.) LIMITED,Lahore,Private Companies,Izhar and Co.,26-Aug-14
89422,M ASLAM PLASTIC (PVT.) LIMITED,Lahore,Private Companies,Muhammad Awais,30-Oct-17
68474,M ASRAR DEVELOPERS (PRIVATE) LIMITED,Islamabad,Private Companies,FAIZ AND CO CHARTERED ACCOUNTANTS,26-Oct-18
136373,M AYAAN MARKETING ENTERPRISES (PRIVATE) LIMITED,Islamabad,Private Companies,SF Consulting,17-Jul-19
40064,M B SONS & SONS (PRIVATE) LIMITED,Karachi,Private Companies,A. R. KHAN AND CO. CA,31-Oct-05
135467,M F CO CONSTRUCTION (PRIVATE) LIMITED,Islamabad,Private Companies,Parker Randall-A.J.S Chartered Accountant,1-Aug-19
60351,M G APPARELS (PRIVATE) LIMITED,Karachi,Private Companies,"FARUQ ALI AND CO.,",11-Apr-07
101432,M H PIRZADA INTERNATIONAL TOURS & TRAVELS (PVT.) LIMITED,Karachi,Private Companies,Sajid and Co,31-Oct-17
55423,M H SECURITIES (PRIVATE) LIMITED,Karachi,Private Companies,NASIR JAVAID MAQSOOD IMRAN,28-Oct-19
105862,M IDEA (PRIVATE) LIMITED,Islamabad,Private Companies,SHAFIQ AND CO,29-May-17
130274,M K GENERAL ORDER SUPPLIERS (PRIVATE) LIMITED,Peshawar,Private Companies,ZUBAIR AND CO,15-Apr-19
83663,M KHAN SIAL CONSTRUCTION (PVT.) LIMITED,Islamabad,Private Companies,Shehzad Malik and Co,7-May-13
80193,M M MANAGEMENT CONSULTANTS (PVT.) LIMITED,Islamabad,Private Companies,M.A. CHAUDHARI AND CO.,31-Oct-16
16854,M O.S. TRADING (PVT.) LIMITED,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,31-Oct-07
60866,M ONE HAJ & UMRAH SERVICES (PVT.) LIMITED,Islamabad,Private Companies,AGHA MUJEEB AND CO.,10-May-07
85491,M S MANUFACTURING & SALES ENTERPRISES (PVT.) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,22-Oct-13
69596,M SOLUTIONS (PVT.) LIMITED,Islamabad,Private Companies,Razi Mufti,29-May-09
91834,M STAR TRADING AND CO (PVT.) LIMITED,Islamabad,Private Companies,nasir javaid maqsood imran chartered accountant,17-Feb-15
46121,M SYSTEMS (PVT.) LIMITED,Lahore,Private Companies,ACCOUNTAX MANAGEMENT SYSTEMS,31-Oct-11
125843,M TAEK SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,WAQAS AND COMPANY,4-Dec-18
69739,M TRACK (PVT.) LIMITED,Islamabad,Private Companies,Shafiq Ur Rafiq,20-Jun-09
89338,M TRADING COMPANY (PVT.) LIMITED,Lahore,Private Companies,HASSAN FAROOQ AND CO.,7-Aug-14
82465,M U FOODS (PVT.) LIMITED,Lahore,Private Companies,Muhammad Shafiq-ur-Rafiq,31-Jan-13
110427,M UMAIR TRAVEL & TOURS (PRIVATE) LIMITED,Lahore,Private Companies,MUHAMMAD AYUB AND COMPANY CHARTERED ACCOUNTANTS,28-Oct-18
94546,M Y & R TRADERS (PVT.) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,12-Aug-15
66489,M Y M (PVT.) LIMITED,Faisalabad,Private Companies,M.A CHAUDHRI AND CO. CA,29-Oct-18
139750,M ZEE MARKETING (PRIVATE) LIMITED,Islamabad,Private Companies,M. Hanif and CO,4-Oct-19
110480,M&H SOFTLINE INTERNATIONAL (PRIVATE) LIMITED,Islamabad,Private Companies,Shafqat Niazi and Co CAs,26-Oct-18
81205,M&M LOGISTICS PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,FARUQ ALI AND CO,31-Oct-16
84363,M&N IMPEX (PVT.) LIMITED,Karachi,Private Companies,Rahman Sarfaraz Rahim Iqbal Rafiq Chartered Accountants,23-Dec-19
146120,M&N PETROLEUM (PRIVATE) LIMITED,Lahore,Private Companies,Ahmed Mushir and Salariya,3-Feb-20
14445,M&P EXPRESS LOGISTICS (PVT.) LIMITED,Karachi,Private Companies,Reaenda Haroon Zakaria and Co Chartered Accountants,30-Apr-19
53063,M&P LOGISTICS (PRIVATE) LIMITED,Karachi,Private Companies,A.G Habib and Co. Chartered Accountants,25-Oct-18
111329,M&R CONSTRUCTION CONCERN (PRIVATE) LIMITED,Faisalabad,Private Companies,ZAHID JAMIL AND COMPANY CHARTERED ACCOUNTANTS,28-Oct-19
95959,M&R METAL AND MINERAL INDUSTRIES (PVT.) LIMITED,Islamabad,Private Companies,Irtazza Ibrahim,12-Nov-15
52352,M-3 DEVELOPERS (PRIVATE) LIMITED,Karachi,Private Companies,Amir Hussain Associates,28-Oct-19
57640,M-COMMUNICATIONS (PRIVATE) LIMITED,Islamabad,Private Companies,"RSM Avais Hyder Liaquat Nauman, Chartered Accountants",28-Oct-18
59664,M-CON (PVT.) LIMITED,Lahore,Private Companies,SHAFIQ AND CO(CHARTERED ACCOUNTANTS),28-Oct-19
71791,M-ESTATES (PVT.) LIMITED,Karachi,Private Companies,HYDER BHIMJI AND CO,30-Oct-10
88931,M-JAN PHARMA & HEALTH CARE INDUSTRIES (PVT.) LIMITED,Peshawar,Private Companies,M ASIF JAMIL AND CO,25-Jun-14
146134,M-LIBERTY INSURANCE BROKERS (PRIVATE) LIMITED,Karachi,Private Companies,CROWE HUSSAIN CHAUDHARY AND CO,24-Feb-20
74482,M-PAK (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND COMPANY CHARTERED AND ACCOUNTANTS,31-Oct-19
83673,M-R MARKETING (PVT.) LIMITED,Lahore,Private Companies,BUKHARI AND COMPANY,31-Oct-15
68932,M-R TRAVELS & TOURS (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND COM,31-Oct-16
66656,M-RECORDS (PRIVATE) LIMITED,Karachi,Private Companies,SYED ZIAUDDIN AND CO,26-Oct-19
111462,M-TEC EDIFICE (PRIVATE) LIMITED,Karachi,Private Companies,RAO AND COMPANY,9-Oct-17
58055,M-TECH (MULTI TECHNOLOGY) (PVT.) LIMITED,Lahore,Private Companies,HASSAN FAROOQ AND CO.,23-Oct-18
46018,M. 4. INTERNATIONAL (PVT) LIMITED,Karachi,Private Companies,RIZWANI IMTIAZ AND CO. C/A,31-Oct-06
74719,M. A KHAWAJA & COMPANY (PVT.) LIMITED,Multan,Private Companies,Ashiq Aamer Sattar and Company,28-Oct-17
11932,M. A. ARIAN & BROTHERS (PVT) LTD,Lahore,Private Companies,PHINEHAS AND COMPANY CA.,27-Oct-18
9242,M. A. ASAR & COMPANY (PVT) LIMITED,Lahore,Private Companies,A. SHAHBAZ AND CO.,27-Jul-17
6165,M. A. B. (SERVICES) (PVT.) LIMITED,Karachi,Private Companies,"RIAZ AHMAD, SAQIB, GOHAR AND COMPANY",30-Oct-18
92348,M. A. COLD STORAGE (PVT.) LIMITED,Lahore,Private Companies,SALMAN AZIM,28-Oct-19
93394,M. A. COSMETICS (PVT.) LIMITED,Multan,Private Companies,Waqas and Company,28-Oct-19
38883,M. A. ELAHI (PRIVATE) LIMITED,Karachi,Private Companies,SALMAN AND CO. CA,29-Oct-07
70053,M. A. ENGINEERING (PVT.) LIMITED,Karachi,Private Companies,MOHAMMAD SHAFI SIDDIQUE,31-Oct-10
68249,M. A. FOOD INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,MAHBOOB SHEIKH AND CO,28-Oct-19
82511,M. A. HASSNAIN TRAVEL & TOURS (PVT.) LIMITED,Faisalabad,Private Companies,Inaam ul Haq and Co,4-Feb-13
81812,M. A. HAYYAT & CO. (PVT.) LIMITED,Islamabad,Private Companies,SHABIR AHMED,5-Dec-12
102871,M. A. IMPORT & EXPORT (PVT.) LIMITED,Multan,Private Companies,IQBAL ASSOCIATES Chatered Accountants,27-Oct-17
68954,M. A. J. HAJJ & UMRAH TOURS SERVICES (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,20-Mar-09
43273,M. A. K. CARGO (PVT.) LIMITED,Karachi,Private Companies,"RAZA SIDDIQUI AND CO.,",31-Oct-19
26913,M. A. K. TEXTILE (PRIVATE) LIMITED,Karachi,Private Companies,RAFIQUE AND CO. CA,31-Dec-01
6110,M. A. KHAN ASSOCIATES (PVT.) LIMITED,Lahore,Private Companies,SUHAIL BABRI AND COMPANY (LAHORE),31-Oct-12
32542,M. A. L. INTERNATIONAL (PVT)LTD.,Lahore,Private Companies,SYED ASAD ALI SHAH,10-Nov-01
112777,M. A. METALS (PRIVATE) LIMITED,Multan,Private Companies,ASHIQ AAMER SATTAR AND COMPANY,15-Nov-17
66376,M. A. NAZAMI (PVT.) LIMITED,Islamabad,Private Companies,Shehzad Malik and Co.,29-Oct-19
78860,M. A. RAJA & SONS (PVT.) LIMITED,Lahore,Private Companies,NAVEED MUKHTAR AND CO.,28-Oct-19
4212,"M. A. RAZA & CO., (PRIVATE) LIMITED",Karachi,Private Companies,MAHMOOD ZUBERI AND CO,31-Oct-18
24551,M. A. S. TEXTILES (PVT.) LIMITED,Faisalabad,Private Companies,KRESTON HYDER BHIMJI AND COMPANY,28-Oct-19
70908,M. A. SHARE SERVICES (PVT.) LIMITED,Karachi,Private Companies,Mahmood Zuberi And Co,26-Oct-15
1877,M. A. SOLATCH & BROTHERS (PVT) LTD.,Lahore,Private Companies,FAZAL MUNIR AND CO.,31-Dec-93
23349,M. A. SONS (PRIVATE) LIMITED,Karachi,Private Companies,M. YOUSUF ADIL SALEEM AND CO. CA (LHR),31-Oct-05
57049,M. A. TEXTILES (PVT.) LIMITED,Faisalabad,Private Companies,NADEEM ANWAR AND CO,28-Oct-19
45707,M. A. TRADINING INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,"YAMEEN RIAZ AND COMPANY, C/A",31-Oct-07
68885,M. A. Z. AGENCIES (PVT.) LIMITED,Karachi,Private Companies,ASGHAR IMAM AND CO,31-Oct-19
29563,M. AAYS. INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,FAROOQ ALI AND CO. CA,29-Jun-95
5168,M. ABDUL QAYYUM FAZAL MOHAMMAD (PRIVATE) LIMITED,Lahore,Private Companies,TARIQ ALEEM AND COMPANY,28-Oct-19
58883,M. ABDULLAH LOGISTICS (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD AYUB AND CO.(LHR),30-Oct-08
53103,M. AFZAL KHAN & CO. (PRIVATE) LIMITED,Lahore,Private Companies,MUHAMMAD ISLAM BARI,30-Oct-11
36582,M. AHMED & COMPANY (PRIVATE) LIMITED,Islamabad,Private Companies,WASEEM SIDDIQI AND CO. CA,31-Oct-16
104047,M. AIZAZULLAH (PVT.) LIMITED,Karachi,Private Companies,Mr. Maqsood Raza - Maqsood and Co.,28-Oct-19
95633,M. ALI CABLE NETWORK (PVT.) LIMITED,Karachi,Private Companies,MUHAMMAD ADNAN SIDDIQUI AND CO,31-Oct-19
114124,M. ALI FABRICS (PRIVATE) LIMITED,Peshawar,Private Companies,SEHGAL SHAHID AND SAFDAR,25-Oct-18
56357,M. ALI KHAN HAJJ & UMRAH SERVICES (PVT.) LIMITED,Lahore,Private Companies,GHULAM MURTAZA CHAUDHRI,31-May-06
32406,M. AMIN SALIM INDUSTRIES (PRIVATE) LIMITED,Karachi,Private Companies,H.R.KHAN AND CO,20-Apr-94
60292,M. ASGHAR INTERNATIONAL (PRIVATE) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO. CA,11-Apr-07
38796,M. ASHRAF GOMAL OIL & GHEE MILLS (PVT.) LIMITED,Peshawar,Private Companies,SHAHID AHMAD AND CO.,29-Oct-18
14198,M. ASIF & COMPANY (PVT.) LIMITED,Peshawar,Private Companies,ZEESHAN ALI AND CO.,24-Oct-18
89834,M. ASIF STEEL INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO,28-Oct-19
51828,M. AYUB TRAVELS & TOURS (PVT.) LIMITED,Faisalabad,Private Companies,CLARKSON HYDE SAUD ANSARI CHARTERED ACCOUNTANTS,28-Oct-19
69354,M. B HAJJ UMRAH (PVT.) LIMITED,Karachi,Private Companies,A. H. MEMON AND CO.,31-Oct-16
72086,M. B MARKETING BEST (PVT.) LIMITED,Islamabad,Private Companies,MUHAMMAD KAMRAN,11-Aug-12
10185,M. B. ENTERPRISES (PVT.) LIMITED,Lahore,Private Companies,KARAMAT ALI CH.,28-Oct-19
57068,M. B. FIBERS (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,28-Oct-19
1862,M. B. I. INDUSTRIES (PRIVATE) LIMITED,Karachi,Private Companies,HYDER BHIMJI AND CO. CA,28-Oct-19
42510,M. B. J. SECURITIES (PRIVATE) LIMITED,Karachi,Private Companies,RAENDA HAROON ZAKRIA AND CO,28-Oct-19
41052,M. B. KNITWEAR (PVT) LIMITED,Lahore,Private Companies,SUHAIL BABRI AND COMPANY (LAHORE),31-Oct-15
24254,M. B. PACKAGES (PVT.) LIMITED,Peshawar,Private Companies,JAMIL AND CO.,31-Dec-05
74424,M. B. SERVICES (PVT.) LIMITED,Karachi,Private Companies,HAIDER SHAMSI AND CO CHARTERED ACCOUNTANTS,31-Aug-15
22327,M. B. TEXTILE PRINTING MILLS (PVT) LTD.,Lahore,Private Companies,AMIN MUDASSAR AND CO. CA (LHR),31-Dec-94
88106,M. BILAL IQBAL (PVT.) LIMITED,Lahore,Private Companies,ABDUL KHALIQ AND CO.,28-Oct-19
84918,M. BILAL TEXTILES INDUSTRIES (PVT.) LIMITED,Faisalabad,Private Companies,Z Ahmad Co Chartered Accountants,28-Oct-19
28129,M. C. R. (PRIVATE) LIMITED,Karachi,Private Companies,KODVAVI AND CO.,28-Oct-19
70751,M. CLEAN SYSTEM & COMMUNICATION SERVICES (PVT.) LIMITED,Karachi,Private Companies,SALAH UDDIN AND CO.,30-Oct-10
58746,M. CONTENT (PRIVATE) LIMITED,Karachi,Private Companies,ANSARI ASSOCIATES,31-Dec-12
26112,M. D. TEXTILE SPINNING MILLS( PVT) LTD,Lahore,Private Companies,ISHTIAQ AND CO,28-Oct-19
29724,M. E. CONSULT (PVT) LTD.,Lahore,Private Companies,INAAM UL HAQ AND CO.,30-Sep-19
58845,M. EASSA JATOI (PRIVATE) LIMITED,Sukkur,Private Companies,ALI JAMIL AND CO.,30-Oct-09
64232,M. EBRAHIM TARIQ TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,31-Oct-17
41188,M. EHSAN-UD-DIN & COMPANY (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,28-Oct-19
48356,M. F. AND S. B. (PVT.) LIMITED,Lahore,Private Companies,YOUSAF SAEED AND CO.,27-Sep-05
35262,M. F. ASSOCIATES INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,"FEROZ NISAR SAEED AND CO., C.A.,",28-Oct-19
893,M. F. CORPORATION (PRIVATE) LIMITED,Karachi,Private Companies,A. D. AKHAWALA AND COMPANY C.A.,31-Oct-16
33978,M. F. ELAHI SURGICAL (PVT.) LIMITED,Lahore,Private Companies,WISDOM,31-Oct-11
934,M. F. ELLAHI & CO. (EAST PAKISTAN) (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD AYUB AND CO.(LHR),31-Oct-13
62013,M. F. HAYAT (PVT.) LIMITED,Lahore,Private Companies,YUSUF SAEED AND CO,31-Oct-10
84050,M. F. LAKHANI & SONS (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,15-Jun-13
1379,M. F. M. Y. INDUSTRIES LIMITED,Karachi,Public Listed Companies,IBRAHIM SHAIKH AND COMPANY,31-Oct-16
6613,M. FAHIM HAIDER (PRIVATE) LIMITED,Lahore,Private Companies,SATTAR QURESHI AND CO.,28-Oct-18
56039,M. FAROOQ HAJJ & UMRA SERVICES (PRIVATE) LIMITED,Quetta,Private Companies,WAQAS AND COMPANY,28-Oct-19
3588,M. FAZAL HAQ & COMPANY (PVT) LTD,Lahore,Private Companies,A. AZIZ CHAUDHURY AND CO. CA,24-Oct-19
30772,M. G. M. AGENCIES (PRIVATE) LIMITED,Karachi,Private Companies,NUDRAT MAND KHAN,31-Oct-09
24274,M. G. M. CORPORATION (PRIVATE) LIMITED,Karachi,Private Companies,NUDRAT MAND KHAN,30-Oct-10
82311,M. G. MOTORS (PVT.) LIMITED,Karachi,Private Companies,IBRAHIM SHAIKH AND CO,26-Oct-18
33583,M. G. TRADING (PVT.) LIMITED,Lahore,Private Companies,A. S. SHEIKH AND CO. CA (LHR),31-Dec-99
76664,M. H FABRICATORS (PVT.) LIMITED,Karachi,Private Companies,Z. LAKHANI AND CO,3-Nov-12
56586,M. H. AL-BADAR (PVT.) LIMITED,Faisalabad,Private Companies,MUHAMMAD ZAHID,28-Oct-19
24008,M. H. CHALLENGE INDUSTRIES (PVT) LIMITED,Lahore,Private Companies,S.R HUSSAIN AND CO.,15-Oct-05
10157,M. H. CHATHA SURGICAL (PVT) LIMITED,Lahore,Private Companies,KARAMAT CH. AND CO. CA (LHR),31-Oct-04
66310,M. H. MUGGO (SMC-PVT.) LIMITED,Lahore,Single Member Companies,"SAEED-UL-HASSAN AND CO, CHARTERED ACCOUNTANTS",28-Oct-19
21006,M. H. OIL MILLS (PRIVATE) LIMITED,Karachi,Private Companies,RAFIQUE AND CO. CA,31-Oct-11
89634,M. H. QASIM INDUSTRIES (PVT.) LIMITED,Karachi,Private Companies,"A.G. Habib and Co. Chartered Accountants,",28-Oct-19
47898,M. H. SUFI FOUNDATION,Lahore,Associations under section 42,KRESTON HYDER BHIMJI AND CO. CHARTERED ACCOUNTANTS,30-Oct-18
73975,M. HAFEEZ INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,ALI AHMAD AND CO,28-Oct-19
17155,M. HANIF TEXTILE INDUSTRIES (PRIVATE) LIMITED,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,30-Oct-10
1918,M. HAQ (PRIVATE) LIMITED,Karachi,Private Companies,FAIZUR RAHMAN,31-Oct-03
66296,M. HARM-E-SAFA TRAVELS (PVT.) LIMITED,Lahore,Private Companies,Inaam ul Haq and Co.,31-Oct-13
67130,M. HASANI COPPER & GOLD MINING CO. (PVT.) LIMITED,Quetta,Private Companies,REHMAN IQBAL UMAR IFTIKHAR,31-Oct-09
2175,M. HAYAT AND BROTHERS (PVT.) LIMITED,Peshawar,Private Companies,GHAFOOR AND CO,29-Oct-19
61222,M. HOLDINGS (PRIVATE) LIMITED,Karachi,Private Companies,BDO EBRAHIM AND CO. CA,31-Oct-08
42018,M. I. LABELS (PRIVATE) LIMITED,Karachi,Private Companies,HAROON SHARIF GOGAN AND CO. CA,31-Oct-09
4797,M. IFTIKHAR & COMPANY (PVT) LIMITED,Lahore,Private Companies,"KALEEM AND CO., CA (LHR)",31-Dec-01
84415,M. ILYAS & BROTHERS (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,4-Jul-13
2784,M. IMAM DIN JANJUA AND COMPANY (PVT.) LIMITED,Islamabad,Private Companies,JAWAID ANWAR AND CO. CA (PSH) (ISB),31-Oct-15
22136,M. INTERNATIONAL SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,SANDHU AND CO,29-Oct-19
18488,M. IQBAL AND SONS (PVT.) LIMITED,Faisalabad,Private Companies,AKRAM AND CO. CA,31-Oct-12
53236,M. IQBAL CONSTRUCTION COMPANY (PRIVATE) LIMITED,Karachi,Private Companies,"S. SHAKEEL-UR-REHMAN AND CO., C.A.",31-Oct-08
68272,M. ISMAIL CONSTCO (SMC-PVT.) LIMITED,Lahore,Single Member Companies,AZEEM AND CO,30-Oct-19
72446,M. ISMAIL SURVEYORS (PVT.) LIMITED,Lahore,Private Companies,MUNIR ABDUL AZIZ,17-May-10
56721,M. J. MEMON SECURITIES (PRIVATE) LIMITED,Karachi,Private Companies,NASIR JAVAID MAQSOOD IMRAN,23-Oct-18
16143,M. J. & COMPANY (PRIVATE) LIMITED,Karachi,Private Companies,MUHAMMAD FAROOQUE DANDIA AND CO,31-Oct-16
106839,M. J. & SONS (PRIVATE) LIMITED,Karachi,Private Companies,FEROZ AZIZ AND COMPANY,28-Oct-17
40552,M. J. INDUSTRIES (PVT) LIMITED,Lahore,Private Companies,AHMAD MUSHIR AND CO. CA,31-Oct-07
11254,M. J. INSTRUMENTS COMPANY ( PRIVATE ) LIMITED,Lahore,Private Companies,Z. A. NASIR AND CO.,28-Oct-18
21256,M. J. S. TEXTILES (PRIVATE) LIMITED,Lahore,Private Companies,CH. KARAMAT ALI AND CO. (LHR),28-Oct-17
52484,M. J. SURVEYORS (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,28-Oct-18
44635,M. JAY'S SECURITY (PVT.) LIMITED,Islamabad,Private Companies,ANSARI ASSOCIATES,30-Oct-15
66629,M. K. A SECURITIES (PRIVATE) LIMITED,Karachi,Private Companies,MANSOOR ASLAM SIRAJ SALEEM,26-Jun-08
4642,M. K. HUSSAIN & COMPANY (PRIVATE) LIMITED,Karachi,Private Companies,ABDAN AND CO. CA,28-Oct-18
56182,M. K. IBRAHEEM (PVT.) LIMITED,Islamabad,Private Companies,PHENIHAS COMPANY,28-Oct-19
17869,M. K. INDUSTRIES (PRIVATE) LIMITED,Karachi,Private Companies,AVAIS AND CO,27-Apr-88
15008,M. K. R. ENTERPRISES (PRIVATE) LIMITED,Karachi,Private Companies,MUDDASSAR ZUBERI AND CO,31-Oct-07
13086,M. K. SONS (PVT.) LIMITED,Faisalabad,Private Companies,Kreston Hyder Bhimji and Co. Chartered Accountants,26-Oct-19
18473,M. K. TEXTILE INDUSTRIES (PVT.) LIMITED,Faisalabad,Private Companies,RAJA SALIM AND CO. CA,31-Dec-96
62209,M. KAMIL SONS (PRIVATE) LIMITED,Karachi,Private Companies,Sharjeel Ayub and Co Chartered Accountants,31-Oct-18
70305,M. KHALID COLLATERAL MANAGEMENT COMPANY (PVT.) LIMITED,Karachi,Private Companies,SAJID AND CO,28-Oct-19
92719,M. KHALID ENGINEERING WORKS (PVT.) LIMITED,Lahore,Private Companies,J KHAN AND CO.,28-Oct-18
47536,M. L & ASSOCIATES (PVT) LIMITED,Karachi,Private Companies,SAUD ANSARI AND CO. CA,31-Oct-15
766,M. L. INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,"FORD RHODES SIDAT HYDER AND CO., C.A.",1-Oct-02
24275,M. LATIF & COMPANY (PVT) LTD,Lahore,Private Companies,ZAHEER AND COMPANY,28-Oct-19
27954,M. M. A. PLASTIC INDUSTRIES ( PRIVATE ) LIMITED,Lahore,Private Companies,SAQIB AZIZ,28-Jul-92
42984,M. M. APPAREL (PVT.) LIMITED,Lahore,Private Companies,ARSHAD AND CO.,19-Oct-01
344,M. M. ESMAIL & COMPANY (PRIVATE) LIMITED,Lahore,Private Companies,RIAZ AND ASSOCIATES (LHR),28-Oct-18
85472,M. M. FEED MILL (PVT.) LIMITED,Karachi,Private Companies,F.R. MERCHANT AND CO.,28-Oct-19
76796,M. M. FLOUR MILL (PVT.) LIMITED,Karachi,Private Companies,F.R. MERCHANT AND CO.,28-Oct-19
76795,M. M. GHEE MILL (PVT.) LIMITED,Karachi,Private Companies,F. R. MERCHANT AND CO.,28-Oct-19
3154,M. M. INDUSTRIAL CORPORRATION(PVT)LTD.,Lahore,Private Companies,HORWATH HUSSAIN CHAUDHRY AND CO.,28-Oct-17
10453,M. M. INDUSTRIES (PRIVATE) LIMITED,Karachi,Private Companies,IBRAHIM SHAIKH AND CO,31-Oct-13
27867,M. M. ISMAIL LAHORE (PVT) LTD,Lahore,Private Companies,HAMEED KHAN AND CO. (LHR),30-Oct-05
