CUIN,Company Name,CRO Name,Company Kind,Auditor Name,Auditor Appointment Date
31724,AMERICAN TRAVEL INTERNATIONAL (PRIVATE) LIMITED,Islamabad,Private Companies,OLIVER PETER PERVAIZ (PETER AND CO. CA),31-Oct-12
71256,AMERICANA DAIRY (PVT.) LIMITED,Lahore,Private Companies,ABDUS SATTAR AND COMPANY,31-Oct-13
80726,AMERICOM COMMODITIES (PRIVATE) LIMITED,Karachi,Private Companies,SAJID AND CO. C.A,28-Oct-19
67472,AMERICOM TECHNOLOGIES (PVT.) LIMITED,Karachi,Private Companies,MEHMOOD ALI KHAN,30-Oct-09
126238,AMERSY CORPORATION PAK (PRIVATE) LIMITED,Karachi,Private Companies,"M/S. A .G HABIB AND CO., CHARTERED ACCOUNTANTS",15-Jun-19
15868,AMESCO PVT. LTD.,Lahore,Private Companies,YUSUF SAEED AND CO.,31-Oct-14
76614,AMETS SYNTAX (PVT.) LIMITED,Multan,Private Companies,Ashiq Aamer Sattar and Company,31-Oct-14
38445,AMEURO ASIA (PVT.) LIMITED,Lahore,Private Companies,"GARDEZI AND CO., C.A.",31-Oct-97
38337,AMEX (PVT) LTD,Faisalabad,Private Companies,ZAHID JAMIL AND CO. CA,24-Sep-97
45392,AMEX PUBLISHERS (PVT.) LIMITED,Peshawar,Private Companies,SHAHID WAHEED YOUNUS JAMIL,31-Oct-09
96325,AMF ENTERPRISES (PVT.) LIMITED,Karachi,Private Companies,Deloitte Yousuf Adil Chartered Accountants,28-Oct-19
68657,AMF HACKYEL (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,31-Oct-11
41845,AMFABS (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD AYUB AND CO.(LHR),31-Oct-06
62307,AMFAH CONSULTING (PVT.) LIMITED,Islamabad,Private Companies,WASEEM ASHFAQ AND CO.,20-Oct-08
101485,AMFAH GLOBAL (PVT.) LIMITED,Lahore,Private Companies,Shafiq and Co (Chartered Accountants),29-Aug-16
63117,AMFAH TRADING (PVT.) LIMITED,Islamabad,Private Companies,WASEEM ASHFAQ AND CO.,20-Oct-08
42482,AMFAHH ENTERPRISES (PRIVATE) LIMITED,Islamabad,Private Companies,WA ASSOCIATES,31-Oct-08
87544,AMFAHH POWER (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,28-Oct-19
43634,AMFAHH TEA (PVT) LIMITED,Quetta,Private Companies,REHMAN IQBAL UMAR IFTHKHAR AND CO.,31-Oct-11
71740,AMFHH WATER & BEVERAGE INDUSTRIES (PVT.) LIMITED,Faisalabad,Private Companies,INAM UL HAQ AND CO.,31-Oct-10
64779,AMFORT (PVT.) LIMITED,Faisalabad,Private Companies,PARKER RANDALL A.J.S CHARTERED ACCOUNTANTS,28-Oct-19
48581,AMFRINA (PVT.) LIMITED,Islamabad,Private Companies,W. A. ASSOCIATES,5-Oct-04
145295,AMG DEVELOPERS (PRIVATE) LIMITED,Islamabad,Private Companies,Shaukat Baluch,10-Feb-20
58806,AMG ENGINEERING SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,WAQAS RAHIM,27-Dec-06
66745,AMGEN MEDIA (PRIVATE) LIMITED,Karachi,Private Companies,"SAJID AND CO., Chartered Accountants",18-Mar-20
5933,AMGILL (PVT) LTD,Lahore,Private Companies,Malik Haroon Shahid Safder and Co. Chartered Accountants,28-Oct-19
71939,AMGILL CHEMICALS (PVT.) LIMITED,Lahore,Private Companies,MAQBOOL HAROON SHAHID SAFDAR AND CO.,31-Oct-14
106786,AMGOC (PRIVATE) LIMITED,Lahore,Private Companies,Shafiq and Co,28-Oct-19
125478,AMGOLINK PHARMA (SMC-PRIVATE) LIMITED,Islamabad,Single Member Companies,Waseem Associates,28-Oct-19
104362,AMH CONSTRUCTION (PVT.) LIMITED,Karachi,Private Companies,NUDRAT M.KHAN AND CO,29-Oct-18
58118,AMI (PRIVATE) LIMITED,Karachi,Private Companies,M.M. SUHAIL AND CO.,31-Oct-10
105196,AMI DOLPHIN PAK (PRIVATE) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO.,1-Feb-17
10363,AMI GINNING & OIL MILLS (PVT.) LIMITED,Lahore,Private Companies,SARWAR AWAN AND CO. CA (LHR),28-Oct-19
95805,AMI INTERNATIONAL LOGISTICS (PVT.) LIMITED,Karachi,Private Companies,Deloitte Yusuf Adil,3-Nov-15
42898,AMI PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,USMANIAND CO,28-Oct-19
98882,AMICABLE (PVT.) LIMITED,Lahore,Private Companies,Rao J Company,13-Apr-16
67921,AMICI SYNERGIA (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND CO CHARTERED ACCOUNTANTS,5-Nov-08
49512,AMICO ASSOCIATES INTERNATIONAL (PVT.) LIMITED,Islamabad,Private Companies,W. A. ASSOCIATES,10-Oct-05
87631,AMICO OIL PRODUCTS (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SH AND CO,30-Sep-15
65869,AMICO PAK (PRIVATE) LIMITED,Islamabad,Private Companies,A.F.FERGUSON AND COMPANY,20-Aug-08
36230,AMIDE INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,MANSHA MOHSIN DOSSANI KHAN AND CO. CA,4-Mar-96
2273,AMIE INVESTMENTS (PRIVATE) LIMITED,Karachi,Private Companies,A. G. HABIB AND CO. CA,31-Oct-08
64161,AMIGO COMMODITIES (PVT.) LIMITED,Karachi,Private Companies,AVAIS HYDER LIAQUAT NAUMAN (C. A.) (PSH),23-Dec-19
37355,AMIGO ENTERPRISES (PVT.) LIMITED,Lahore,Private Companies,CH. KARAMAT ALI AND CO. (LHR),31-Oct-03
111185,AMIGO FARMS (PRIVATE) LIMITED,Lahore,Private Companies,SHAFAQAT ALI,28-Oct-19
57018,AMIGO SOFTWARE (PVT.) LIMITED,Lahore,Private Companies,ALE IMRAN AND COMPANY (LHR),28-Oct-19
64694,AMIGO TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD MOHY-UD-DIN,31-Oct-13
104529,AMIGOS DELIVERY SERVICES (PVT.) LIMITED,Peshawar,Private Companies,"ANWAR JAVED WAQAR ALI, CHARTERED ACCOUNTANTS",25-Oct-17
119605,AMIGOS LPG (PRIVATE) LIMITED,Peshawar,Private Companies,J.A.S.B and Associates Chartered Accountants,10-Jul-18
69984,AMIGOS MANAGEMENT CONSULTANTS (PVT.) LIMITED,Islamabad,Private Companies,INAAM UL HAQ AND CO,28-Aug-13
40569,AMIL EXPORTS (PVT) LTD,Faisalabad,Private Companies,ZAHID JAMIL AND CO.,28-Oct-19
51874,AMIN & SHAHAB (PVT.) LIMITED,Lahore,Private Companies,SAEED KAMRAN PATEL AND CO. (LAHORE),31-Oct-06
60752,AMIN AFRIDI HAJJ & UMRA SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ABDUL WAHEED AND CO,22-Oct-19
66931,AMIN AFSAR HAJJ UMRAH SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ANWER JAVED AND CO. (C. A.),23-Jul-08
3459,AMIN AGENCIES (PRIVATE) LIMITED,Karachi,Private Companies,TANZEEM AND CO. CA,27-Oct-19
99415,AMIN AND NOON (PRIVATE) LIMITED,Lahore,Private Companies,SAFDAR SAAD AND CO.,16-May-16
15306,AMIN ASSOCIATES (PVT.) LIMITED,Lahore,Private Companies,ISHTIAQ RANA AND CO.,28-Oct-19
27417,AMIN BASHIR (PVT.) LIMITED,Faisalabad,Private Companies,TARIQ RASHID AND CO. CA,28-Oct-19
8884,AMIN BASHIR COTTON GINNING PRESSING FACTORY AND OIL MILLS (PRIVATE) LIMITED,Karachi,Private Companies,"RAHIM JAN AND CO., CA",28-Feb-02
6396,AMIN BROTHERS ENGINEERS PAK ( PRIVATE) LIMITED,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,28-Oct-19
68443,"AMIN BROTHERS LOGISTICS CO., (PVT.) LIMITED",Karachi,Private Companies,FEROZ AZIZ AND COMPANY,28-Oct-19
69087,AMIN ENTERPRISES (PVT.) LIMITED,Peshawar,Private Companies,ANWAR JAVED AND CO,7-Apr-09
66392,AMIN EXPRESS HAJJ UMRAH TRAVEL AND TOURS (PVT.) LIMITED,Peshawar,Private Companies,M. ASIF JAMIL AND CO. CHARTERED ACCOUNTANTS,28-Oct-19
29679,AMIN FABRICS LIMITED,Karachi,Public Unlisted Companies,RIAZ AHMAD AND CO. CA (ISB),27-Oct-19
98798,AMIN FATIMA ASSOCIATES (PVT.) LIMITED,Karachi,Private Companies,Sandhu and Company,31-Oct-18
6791,AMIN FEROZ & CO (PRIVATE) LIMITED,Karachi,Private Companies,MAQSOOD AND CO,31-Oct-18
88472,AMIN HAFIZ TRAVELS & TOURS (PVT.) LIMITED,Multan,Private Companies,INNAM-UL-HAQ AND CO,9-Jun-14
2692,AMIN HAYAT CORPORATION ( PRIVATE ) LIMITED,Lahore,Private Companies,MUHAMMAD USMAN AND CO.,28-Oct-19
64247,AMIN INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,ASIF NADEEM AND CO,31-Oct-19
54781,AMIN INFORMATION SYSTEMS (PVT.) LIMITED,Lahore,Private Companies,S. ZAFAR AND CO.,28-Oct-19
35144,AMIN ITTEFAQ RICE MILLS (PVT.) LIMITED,Faisalabad,Private Companies,RAJA SALIM AND CO. CA,31-Dec-02
106766,AMIN JAMAL INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,"A. G. HABIB AND CO, CHARTERED ACCOUNTANT",29-Oct-18
68566,AMIN JAN AND CO. (PVT.) LIMITED,Quetta,Private Companies,S.S.RAZA AND COMPANY,4-Feb-09
31214,AMIN MICRO INDUSTRIES (PVT) LTD.,Lahore,Private Companies,ZAFAR AND ASSOCIATES,31-Dec-00
52058,AMIN PAPER BOARD MILLS (PRIVATE) LIMITED,Peshawar,Private Companies,ZAHID JAMIL AND CO,31-Oct-16
43234,AMIN POWER (PVT.) LIMITED,Karachi,Private Companies,A. R. KHAN AND CO. CA,
12533,AMIN SOAP AND OIL INDUSTRIES (PVT.) LIMITED,Peshawar,Private Companies,DILROZE KHAN AND CO (PSH),31-Oct-11
1229,AMIN SONS (PVT) LTD.,Lahore,Private Companies,CHUGHTAI AND CO.,28-Oct-19
89112,AMIN SONS TRADING (PVT.) LIMITED,Lahore,Private Companies,Riaz Chaudhary and Company,19-Jul-14
114204,AMIN STEEL MILLS (PRIVATE) LIMITED,Karachi,Private Companies,"SANDHU AND CO.,",11-Jan-18
52768,AMIN TAI (PRIVATE) LIMITED,Karachi,Private Companies,"M. RAFIQ, M/S. RAFIQ CO CHARTERED ACCOUNTANT",28-Oct-19
6937,AMIN TEXTILE MILLS (PRIVATE) LIMITED,Karachi,Private Companies,MUSHTAQ AND CO. CA,31-Oct-18
113233,AMIN TOURISM SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,M/S ANWAR JAVED WAQAR ALI CHARTERED ACCOUNTANTS,25-Oct-18
121851,AMIN TRADING COMPANY (SMC-PRIVATE) LIMITED,Peshawar,Single Member Companies,ZUBAIR AND CO,21-Oct-19
54323,AMIN TRAVELS (PVT.) LIMITED,Lahore,Private Companies,SAFDAR SAAD AND CO.,28-Oct-19
78560,AMIN-UL-HUJJAJ HAJJ AND UMRAH SERVICES (PVT.) LIMITED,Sukkur,Private Companies,MAHAMMAD AHMED AND CO.,29-Oct-18
79657,AMINA (PVT.) LIMITED,Karachi,Private Companies,"SALAHUDDIN AND CO., CHARTERED ACCOUNTANT,",28-Oct-19
68670,AMINA M ENTERPRISES (PVT.) LIMITED,Lahore,Private Companies,SAUF ULLAH,18-Feb-09
24344,AMINA SPINNING MILLS (PRIVATE) LIMITED.,Karachi,Private Companies,MUSHTAQ AND CO. (LAHORE),17-Jun-91
68523,AMINCHEN CONSULTANCY (PVT.) LIMITED,Lahore,Private Companies,FAKHAR UD DIN,22-Jan-09
9303,AMINKA CORPORATION (PRIVATE) LIMITED,Karachi,Private Companies,QAVI AND CO. CA (LAHORE),31-Dec-90
54036,AMINS DEVELOPMENT COMPANY (PVT.) LIMITED,Islamabad,Private Companies,Shafqat Niazi and Co,23-Oct-18
82737,AMIR ALI TRADING COMPANY (PVT.) LIMITED,Lahore,Private Companies,Ali Ahmad and Co,28-Oct-18
61568,AMIR AND BROTHERS COMPANY (PVT.) LIMITED,Peshawar,Private Companies,WAQAR ALI AND CO,31-Oct-11
19984,AMIR ASIM STEEL RE-ROLLING MILLS (PVT) LTD,Lahore,Private Companies,SHAFIQ AND CO. CA (LAHORE),31-Dec-19
119633,AMIR EXPRESS INTERNATIONAL TRAVEL & TOURS SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,TARIQ MAHMOOD AND CO,25-Oct-19
113471,AMIR FOOD PRODUCTS (PRIVATE) LIMITED,Peshawar,Private Companies,Faiz and Co Chartered Accountants,4-Dec-17
54954,AMIR HAJ UMRA SERVICES (PVT.) LIMITED,Peshawar,Private Companies,AVAIS HYDER LIAQUAT NAUMAN,29-Oct-19
98325,AMIR IDREES TRAVELS (PVT.) LIMITED,Lahore,Private Companies,SATTAR QURESHI AND COMPANY,28-Oct-19
79463,AMIR JAMAL HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,SHAHID AHMAD AND CO,28-Oct-18
101305,AMIR KHAN AND SONS (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO,1-Oct-16
76344,AMIR SAEED TRAVEL & TOURS (PVT.) LIMITED,Faisalabad,Private Companies,MUHAMMAD MOHY-UD-DIN CO,28-Oct-18
87132,AMIR SAWAB & BROTHERS (PVT.) LIMITED,Karachi,Private Companies,AMIR HUSSAIN ASSOCIATES,31-Oct-18
31268,AMIR SHAHZAD INDUSTERIES (PVT) LTD,Faisalabad,Private Companies,NADEEM ANWAR AND CO. CA,28-Oct-19
2611,AMIR SULTAN CHINOY FOUNDATION,Karachi,Associations under section 42,KPMG TASEER HADI AND CO,28-Oct-19
9496,AMIR TRADING MART (PRIVATE) LIMITED,Karachi,Private Companies,DAWOOD HAJI IBRAHIM C/O M/S. DAWOOD ASSOCIATES,28-Oct-19
12679,AMIR UMAR INDUSTRIES (PRIVATE) LIMITED,Karachi,Private Companies,SANDHU AND CO. CA,30-Sep-19
83599,AMIR ZAFAR ENTERPRISES (PVT.) LIMITED,Faisalabad,Private Companies,NATIONAL ASSESSMENT COMPANY,31-Oct-16
22266,"AMIR, RIZWAN AND WASIM (PRIVATE) LIMITED",Lahore,Private Companies,LEGAL CONSULTS,31-Oct-08
17947,AMIRA TEXTILES ( PRIVATE ) LIMITED,Lahore,Private Companies,SHEIKH AND CHAUDHRI CA,31-Dec-18
80688,AMIRUNNISA RASHIDA KHANUM CHARITABLE MEDICAL FOUNDATION,Islamabad,Associations under section 42,KPMG Taseer Hadi and Co.,31-Oct-19
105101,AMIRZEB TRADING COMPANY (PVT.) LIMITED,Peshawar,Private Companies,GHAFOOR AND CO CHARTERED ACCOUNTANTS,25-Oct-18
84136,AMIU EDUCATION (PVT.) LIMITED,Islamabad,Private Companies,"Rafaqat Mansha Mohsin Dossani Masoom and Co., Chartered Accountants",27-Oct-18
99435,AMJAD & SONS BUILDERS AND DEVELOPER (PVT.) LIMITED,Lahore,Private Companies,RIZWAN ALI SHEIKH,11-May-16
40742,AMJAD AHSAN INFO TECH (PRIVATE) LIMITED,Karachi,Private Companies,SAJID AND CO,25-Oct-19
92548,AMJAD ALI (PVT.) LIMITED,Lahore,Private Companies,TARIQ ABDUL GHANI MAQBOOL AND CO. (CHARTERED ACCOUNTANTS),10-Apr-15
25892,AMJAD ASLAM INDUSTRIES (PVT.) LIMITED,Faisalabad,Private Companies,NADEEM ANWAR PROPRIETOR NADEEM ANWAR AND COMPANY CHARTERED ACCOUNTANT,28-Oct-19
61863,AMJAD ATIQ HAJJ & TOURS (PRIVATE) LIMITED,Peshawar,Private Companies,SAJJAD HASNAIN AND CO. (PSH),1-Jul-07
28035,AMJAD AYUB GHEE MILLS (PVT) LTD.,Faisalabad,Private Companies,AFSAR MAJEED AND CO.,5-Aug-92
76264,AMJAD AZIZ TRAVELS & TOURS (PVT.) LIMITED,Faisalabad,Private Companies,INAM UL HAQ AND CO.,28-Oct-19
114317,AMJAD EXPRESS (PRIVATE) LIMITED,Lahore,Private Companies,SAEED UL HASSAN AND CO,28-Oct-19
41773,AMJAD NASEEM SPINNING MILLS (PRIVATE) LIMITED,Lahore,Private Companies,Rehman Co Chartered Accountants,31-Oct-19
40976,AMJAD RUBBER PRODUCTS (PRIVATE) LTD,Lahore,Private Companies,SULEMAN CHAUDHRY AND CO. CA,31-Dec-01
65576,AMJAD SPINNING & WEAVING MILLS LIMITED,Lahore,Public Unlisted Companies,SHAFIQ AND CO,28-Oct-18
73827,AMJAD TOURS & TRAVELS (PVT.) LIMITED,Islamabad,Private Companies,Khan Waheed And Co. Chartered Accountants,31-Oct-16
112605,AMJAD TRADERS (PRIVATE) LIMITED,Islamabad,Private Companies,Ali Zafar and Co,25-Oct-18
73054,AMJID ZIA AND COMPANY (PVT.) LIMITED,Peshawar,Private Companies,M ASIF JAMIL AND CO,25-Oct-13
73970,AMK MEDIA (PVT.) LIMITED,Lahore,Private Companies,RIAZ AHMAD SAQIB GOHAR AND CO.,31-Oct-14
100294,AMK MERCHANTS (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD YUB AND CO.,2-Jul-16
17977,AMK STEELS (PVT) LTD,Lahore,Private Companies,ISHTIAQ AHMED AND CO.,27-Oct-18
64905,AMK TRAVELS & TOURS (PRIVATE) LIMITED,Islamabad,Private Companies,SHEHZAD MALIK AND CO,31-Mar-08
118990,AMKCO GLOBAL SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,Muhammad Mudasser and Co,16-Jul-18
68354,AML LOGISTICS (PRIVATE) LIMITED,Islamabad,Private Companies,Tariq Hanif and Co.,30-Oct-18
68771,AML PAKISTAN (PVT.) LIMITED,Islamabad,Private Companies,Maqbool Haroon Shahid Safdar and Co,31-Oct-14
106445,AML VISION (PRIVATE) LIMITED,Lahore,Private Companies,IZHAR AND CO,31-Oct-17
99260,AMLED (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,Masood Pervaiz and Company,29-Apr-16
48371,AMMA (PVT.) LIMITED,Lahore,Private Companies,ASLAM MAHBOOB AND CO. C/A (LHR),9-Sep-04
60308,AMMA TRAVEL & TOURS (PRIVATE) LIMITED,Karachi,Private Companies,"IDRIS AND CO,",31-Oct-11
19622,AMMAD SERVICES (PVT.) LIMITED,Peshawar,Private Companies,JAVED KHAN (PSH),31-Oct-10
105397,AMMAL TECH (PVT.) LIMITED,Islamabad,Private Companies,BSNS Consulting,2-Feb-17
49331,AMMAN & ASSOCIATES (PVT.) LIMITED,Lahore,Private Companies,AZIM AND COMPANY,30-Jun-07
106093,AMMAN IMPORT EXPORT (PRIVATE) LIMITED,Karachi,Private Companies,ALI RAZA NAMDAR,1-Mar-17
61429,AMMAR & CO. (PVT.) LIMITED,Faisalabad,Private Companies,AKRAM AND CO. CA,16-Jun-07
71775,AMMAR AWAB (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,31-Oct-16
82182,AMMAR BIN SHUJAT HAJJ & UMRAH SERVICES (PVT.) LIMITED,Peshawar,Private Companies,SAEED METHANI MUSHTAQ AND CO,31-Oct-13
100292,AMMAR ENGINEERING SOLUTIONS (PVT.) LIMITED,Karachi,Private Companies,SAJID AND CO,19-Oct-18
76247,AMMAR ENTERPRISES (PVT.) LIMITED,Islamabad,Private Companies,Agha Mujeeb and Co,29-Jun-11
119976,AMMAR GLOBAL SERVICES (PRIVATE) LIMITED,Peshawar,Private Companies,ZUBAIR AND CO,8-Aug-19
18046,AMMAR HOUSING SERVICES (PVT) LIMITED,Karachi,Private Companies,JALIS AHMED AND CO. CA,31-Oct-08
29849,AMMAR MEDICAL COMPLEX (PVT) LIMITED,Lahore,Private Companies,KARAMAT CHAUDHRY AND CO,9-Jan-19
89175,AMMAR SHAHID COUTURE (PVT.) LIMITED,Lahore,Private Companies,LEGAL EYE LAW CHAMBER,31-Oct-17
88597,AMMAR TAVIS CHARLES INTERNATIONAL RESOURCE SOLUTIONS (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD ADNAN RIZVI,3-Jun-14
8877,AMMAR TEXTILE (PVT) LTD,Lahore,Private Companies,SHEIKH AND CHAUDHRI CA,31-Oct-06
83456,AMMAR TRADING (PVT.) LIMITED,Karachi,Private Companies,JALIS AHMAD AND CO CHARTERED ACCOUNTANTS,28-Oct-19
62308,AMMARA COMMERCIAL PRINTERS (PRIVATE) LIMITED,Karachi,Private Companies,"CLARKSON HYDE SAUD ANSARI, CHARTERED ACCOUNTANTS",30-Oct-19
72579,AMMARA HOME TEXTILE (PVT.) LIMITED,Lahore,Private Companies,ASIF NADEEM AND CO.,31-Oct-15
74008,AMMARIAN INDUSTRY (PVT.) LIMITED,Lahore,Private Companies,G. ALI AND CO. CA.,14-Jun-19
90910,AMMAZ STEEL (PVT.) LIMITED,Lahore,Private Companies,A.M. LALIWALA AND CO. CHARTERED ACCOUNTANTS,16-Dec-14
44918,AMMER LABS (PVT.) LIMITED,Lahore,Private Companies,ALI AHMED AND CO.,28-Oct-19
87767,AMMH (PVT.) LIMITED,Karachi,Private Companies,Khizhar Hayat and Co.,10-Apr-14
5424,AMMICO CONSTRUCTORS (PVT.) LIMITED,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,31-Oct-05
71828,AMMIZA AVIATION (PVT.) LIMITED,Lahore,Private Companies,Tariq Aleem and Company,28-Oct-19
62821,AMMIZA LOGISTICS & WAREHOUSING (PVT.) LIMITED,Lahore,Private Companies,Tariq Aleem and Company,28-Oct-19
62818,AMMIZA TRANSPORT (PVT.) LIMITED,Lahore,Private Companies,Tariq Aleem and Company,28-Oct-19
53962,AMMR ENTERPRISES (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO. CA (LHR),18-Feb-06
125952,AMN BUILDERS (PRIVATE) LIMITED,Peshawar,Private Companies,AZIM AND CO. CHARTERED ACCOUNTANTS,26-Oct-19
63735,AMN INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,EHTISHAM AND CO.,31-Oct-10
49035,AMNA EXPORTS (PRIVATE) LIMITED,Karachi,Private Companies,AMIR HUSSAIN ASSOCIATES,26-Oct-18
29560,AMNA BELTING INDUSTRIES (PVT) LTD,Lahore,Private Companies,A. AZIZ CHAUDHURY AND CO. CA,28-Oct-19
68450,AMNA COATINGS (PVT.) LIMITED,Lahore,Private Companies,MOHAMMAD ASLAM MALIK,31-Oct-12
63653,AMNA COMMODITIES (PRIVATE) LIMITED,Karachi,Private Companies,AMIR HUSSAIN ASSOCIATES,28-Oct-19
86100,AMNA ELASTIC MANUFACTURING COMPANY (PVT.) LIMITED,Karachi,Private Companies,MANSOOR AHMED,31-Oct-15
56861,AMNA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,Yaqub and CO,28-Oct-19
66268,AMNA IMPEX INTERNATIONAL (PVT.) LIMITED,Faisalabad,Private Companies,ZAFAR MAJEED AND CO. (LHR),6-Jun-08
46056,AMNA INDUSTRIES (PVT.) LIMITED,Karachi,Private Companies,"KRESTON HYDER BHIMJI AND CO., CHARTERED ACCOUNTANTS",31-Oct-19
66523,AMNA INTERNATIONAL (PRIVATE) LIMITED,Islamabad,Private Companies,HANIF AND CO,26-Oct-19
80189,AMNAH AGRICULTURE & LIVESTOCK (PVT.) LIMITED,Lahore,Private Companies,ZAFAR MAJEED AND CO,21-Jun-12
73490,AMNEEZE TEXTILES & FASHION FABRICS (PVT.) LIMITED,Lahore,Private Companies,Tariq hanif and Co,15-Sep-10
42584,AMOS GLOBAL (PVT.) LIMITED,Lahore,Private Companies,ARSHAD RAHEEM AND CO.,28-Oct-19
18968,AMOUR TEXTILES (PRIVATE) LIMITED.,Karachi,Private Companies,RAFIQUE AND CO. CA,27-Oct-19
41565,AMOUSA INVESTMENT (PRIVATE) LIMITED,Karachi,Private Companies,LIAQUAT ZAMAN,16-Aug-06
52974,AMP TELECOM (PRIVATE) LIMITED,Karachi,Private Companies,MUQTADIR AND CO. CA,3-May-06
100472,AMPAK (PVT.) LIMITED,Karachi,Private Companies,"Daudally, Lalani and Co. Chartered Accountants",31-Oct-16
33858,AMPAK FASHION (PVT.) LIMITED,Lahore,Private Companies,A. AZHAR INAAM ASSOCIATES,31-Dec-01
30926,AMPAK PIPE INDUSTRIES (PVT.) LIMITED,Peshawar,Private Companies,MUNAWAR ASSOCIATES (PSH) (LHR),31-Dec-00
82860,AMPEX ELECTRONICS COMPANY (PVT.) LIMITED,Lahore,Private Companies,ANWAR JAVED WAQAR ALI CHARTERED ACCOUNTANTS,25-Oct-18
48126,AMPLE CONSULTANT (PVT.) LIMITED,Islamabad,Private Companies,TARIQ MUSTAFA AND CO. (ISB),13-Aug-04
57797,AMPLE LOGIX (PVT.) LIMITED,Islamabad,Private Companies,W. A. ASSOCIATES,29-Aug-06
98074,AMPLE POWER (PVT.) LIMITED,Islamabad,Private Companies,Rafaqat Babar and Co. Chartered Accountants,29-Oct-18
43910,AMPLE SECURITIES (PVT.) LIMITED,Karachi,Private Companies,NASIR JAVAID MAQSOOD IMRAN CHARTARED ACCOUNTANT,18-Oct-19
138264,AMPLE SEEDS (PRIVATE) LIMITED,Faisalabad,Private Companies,ZAHID JAMIL AND COMPANY CHARTERED ACCOUNTANTS,20-Nov-19
64770,AMPLE SOLUTIONS (PVT.) LIMITED,Lahore,Private Companies,HARRIS AND CO,15-Sep-09
79370,AMPLUS (PVT.) LIMITED,Lahore,Private Companies,AKHTER MAHMOOD MIAN,28-Oct-19
138472,AMPM CAFE (PRIVATE) LIMITED,Islamabad,Private Companies,Adeel Khan and Co.,25-Oct-19
87749,AMPTECH (PVT.) LIMITED,Lahore,Private Companies,NADEEM AND CO,28-Oct-17
71200,AMRAAS POWER INTERNATIONAL (PVT.) LIMITED,Islamabad,Private Companies,ILYAS SAEED AND CO,11-Jan-10
46943,AMRAT BEVERAGES INTERNATIONAL (PVT) LTD,Peshawar,Private Companies,MUNIFF ZIAUDDIN AND CO. CHARTERED ACCOUNTS,27-Oct-17
36936,AMRAT LABORATORIES (PRIVATE) LIMITED,Lahore,Private Companies,MALIK GUL MUHAMMAD AWAN AND CO.,31-Oct-03
100390,AMRDO FOUNDATION,Karachi,Associations under section 42,Horwarth Hussain Chaudhry and Co. Chartered Accountants,26-Oct-18
113886,AMRELI CHEMICALS (PRIVATE) LIMITED,Karachi,Private Companies,SAJID AND CO.,10-Sep-19
122827,AMRELI HOLDINGS (PRIVATE) LIMITED,Karachi,Private Companies,MAZARS M.F. AND CO. (CHARTERED ACCOUNTANTS),26-Oct-19
12534,AMRELI STEELS LIMITED,Karachi,Public Listed Companies,EY Ford Rhodes,26-Oct-19
18510,AMRELIWALA MOTORS (PRIVATE) LIMITED.,Karachi,Private Companies,A. G. HABIB AND CO,28-Oct-19
64291,AMRIQ (PRIVATE) LIMITED,Karachi,Private Companies,MUHAMMAD FAROOQUE DANDIA AND CO. CA,28-Oct-19
90606,AMRITSAR SEED CORPORATION (PRIVATE) LIMITED,Multan,Private Companies,ZAFAR AND COMPANY,28-Oct-19
47664,AMRO TRADING COMPANY (PVT.) LIMITED,Lahore,Private Companies,PHINEHAS AND CO.,31-Oct-08
61686,AMRON OIL COMPANY (PRIVATE) LIMITED,Karachi,Private Companies,BILWANI AND CO,30-Oct-09
117359,AMRUS PROPERTIES (SMC-PRIVATE) LIMITED,Lahore,Single Member Companies,Greer and Anderad,15-May-18
