CUIN,Company Name,CRO Name,Company Kind,Auditor Name,Auditor Appointment Date
83607,FIKREE'S (PVT.) LIMITED,Karachi,Private Companies,Crowe Hussain Chaudhury,28-Oct-19
86617,FILBERT HERBAL LABORATORIES (SMC-PVT.) LIMITED,Peshawar,Single Member Companies,M ASIF JAMIL AND CO,20-Oct-14
97911,FILES TECHNOLOGY (PVT.) LIMITED,Lahore,Private Companies,ALE IMRAN AND CO.,28-Oct-19
80966,FILIX PHARMACEUTICALS (PVT.) LIMITED,Islamabad,Private Companies,J KHAN AND CO,28-Oct-19
90442,FILL PHARMA (PVT.) LIMITED,Lahore,Private Companies,Ahmad Mehmood Haider,30-Sep-16
72175,FILM SAAZ (PVT.) LIMITED,Lahore,Private Companies,NADIA ADNAN,11-Jun-10
8931,FILMEX (PRIVATE) LIMITED,Karachi,Private Companies,SYED HASAN AND CO,28-Oct-19
93110,FILMI PRODUCTIONS (PVT.) LIMITED,Islamabad,Private Companies,Wajid Ali And Co,27-Oct-18
105698,FILPAK (PVT.) LIMITED,Karachi,Private Companies,TFO and Co,28-Oct-19
99898,FILTER HOUSE (PVT.) LIMITED,Lahore,Private Companies,FAISAL ABBAS AND CO. CHARTERED ACCOUNTANTS,28-Oct-19
10496,FILTERS PAKISTAN (PRIVATE) LIMITED,Karachi,Private Companies,RMS AVAIS HYDER LIAQUAT NAUMAN,16-Oct-19
33095,FILTEX EXPORT INDUSTRIES (PRIVATE) LIMITED,Karachi,Private Companies,MUHAMMAD AHMED AND CO. CA,31-Dec-01
81570,FILTRADE (PVT.) LIMITED,Karachi,Private Companies,MAZARS M F AND CO.,26-Oct-19
96433,FILTREX TECHNOLOGIES (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD IQBAL,31-Oct-16
105595,FILZA (PRIVATE) LIMITED,Lahore,Private Companies,Abida Kamran and Co. Chartered Accountants,31-Oct-17
116847,FILZA TRAVELS (PRIVATE) LIMITED,Multan,Private Companies,SATTAR AND CO,28-Oct-18
67683,FIMCOTEX INDUSTRIES (PVT.) LIMITED,Karachi,Private Companies,A. M. LALIWALA AND COMPANY,28-Oct-19
8315,FIN-TECH CONSULTANTS (PVT) LIMITED,Lahore,Private Companies,ASLAM MALIK AND CO. CA (LHR),31-Oct-08
139709,FINAL CAREER OVERSEAS EMPLOYMENT (SMC-PRIVATE) LIMITED,Islamabad,Single Member Companies,Aftab Nabi and Co. Chartered Accountants,18-Dec-19
92384,FINAL DESIGN (PVT.) LIMITED,Lahore,Private Companies,Qadeer and Company Charterd Accountants,5-May-15
77755,FINAL DESTINATION CONSULTANTS (PVT.) LIMITED,Islamabad,Private Companies,Tariq Hanif,14-Dec-11
92009,FINAL LOOK (PVT.) LIMITED,Lahore,Private Companies,Qadeer and Company Chartered Accountants,9-Apr-15
12600,FINANCIAL & MANAGEMENT SERVICES (PVT.) LIMITED,Karachi,Private Companies,KPMG TASEER HADI AND CO.,23-Apr-10
37003,FINANCIAL AND BUSINESS CONSULTANT (PVT) LIMITED.,Islamabad,Private Companies,JAWAID ANWAR AND CO. CA (PSH) (ISB),31-Oct-11
75413,FINANCIAL AND COMMODITIES TRADING HOUSE (PVT.) LIMITED,Karachi,Private Companies,NUDRAT MAND KHAN,31-Oct-13
46978,FINANCIAL BROADCASTING SERVICES (PVT.) LIMITED,Karachi,Private Companies,RAFIQUE AND CO. CA,31-Oct-05
74895,FINANCIAL ECONOMIC RESOURCE MANAGEMENT CONSULTANTS (PVT.) LIMITED,Islamabad,Private Companies,TARIQ HANIF AND CO,15-Feb-11
57160,FINANCIAL HARBOUR (PVT.) LIMITED,Lahore,Private Companies,SALARIYA AND CO. CA (LHR),31-Oct-07
52965,FINANCIAL INFORMATION SERVICES (PVT.) LIMITED,Lahore,Private Companies,ALE IMRAN AND CO CA,31-Oct-18
31196,FINANCIAL LINK LIMITED,Lahore,Public Unlisted Companies,HASSAN FAROOQ AND CO.,31-Oct-07
54720,FINANCIAL RECEIVABLES SECURITIZATION COMPANY LIMITED,Karachi,Public Unlisted Companies,RAHMAN SARFARAZ RAHIM IQBAL RAFIQ CHARTERED ACCOUNTANTS,31-Oct-14
41660,FINANCIAL TECHNOLOGIES AND CONSULTING (PVT) LTD,Karachi,Private Companies,TARIQ AND CO. CA,31-Oct-13
44535,FINANCIAL WORLD MODARABA LIMITED,Islamabad,Public Unlisted Companies,"FARUQ ALI AND CO.,",9-Dec-02
88827,FINANCIALYOO (PVT.) LIMITED,Karachi,Private Companies,Qavi and Co. Chartered Accountant,27-Oct-18
138592,FINASAL TECH (PRIVATE) LIMITED,Lahore,Private Companies,MAHBOOB SHEIKH AND CO.,28-Oct-19
66660,FINCA MICROFINANCE BANK LIMITED,Lahore,Public Unlisted Companies,KPMG Taseer Hadi and Co.,30-Apr-19
46950,FINCAP INVESTMENTS (PVT.) LIMITED,Karachi,Private Companies,A G HABIB AND CO,31-Oct-15
89241,FINCERA (PVT.) LIMITED,Lahore,Private Companies,AZIM AND CO,28-Oct-19
74794,FINCH (PVT.) LIMITED,Karachi,Private Companies,ANSARI ASSOCIATES,25-Apr-12
81076,FINCH COUNTRY CLUB (PVT.) LIMITED,Islamabad,Private Companies,ASAD FOUAD,28-Oct-18
47453,FINCOM CONSULTANTS (PVT.) LIMITED,Lahore,Private Companies,ALE IMRAN AND COMPANY (LHR),22-May-04
102988,FINCON SERVICES (PVT.) LIMITED,Islamabad,Private Companies,Ishfaq and Tayyaba,28-Oct-17
88688,FINCORP SOLUTIONS (PRIVATE) LIMITED,Lahore,Private Companies,A. CHUGHTAI AND CO,28-Oct-19
121561,FIND TRIP TOURS & TRAVELS (PRIVATE) LIMITED,Karachi,Private Companies,Hashmi and Company,28-Oct-19
72047,FINDERS BUILDER (PVT.) LIMITED,Islamabad,Private Companies,Shahid Farooq,30-Sep-10
110686,FINDMYU (PRIVATE) LIMITED,Islamabad,Private Companies,MULTIMIND,30-Sep-18
115028,FINDTECH T & D (PRIVATE) LIMITED,Karachi,Private Companies,MANSOOR AHMED,27-Oct-18
27885,FINE ENGINEERING COMPANY (PVT.) LIMITED,Faisalabad,Private Companies,RAJA SALIM AND CO. CA,31-Dec-96
128314,FINE ARCTIC TECHNOLOGIES (PRIVATE) LIMITED,Lahore,Private Companies,A. CHUGHTAI AND CO.,28-Oct-19
6843,FINE ART PRESS (PVT.) LIMITED,Faisalabad,Private Companies,NADEEM ANWAR,28-Oct-19
11818,FINE ASSOCIATES (PVT.) LIMITED,Faisalabad,Private Companies,HABIB ALAM AND CO. CA,31-Dec-98
103536,FINE BUILDERS & REALTORS (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,24-Nov-16
86044,FINE CARE (PVT.) LIMITED,Lahore,Private Companies,A SHAHBAZ AND CO,10-Dec-13
69818,FINE CEMENT INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,Abdul Razzak,1-Jul-09
98779,FINE CLEANING SERVICES (PVT.) LIMITED,Karachi,Private Companies,SAJID AND CO.,22-Oct-18
12685,FINE CLOTH HOUSE (PVT.) LIMITED,Faisalabad,Private Companies,HABIB ALAM AND CO. CA,30-Jul-89
67182,FINE COMMODITIES (PVT.) LIMITED,Lahore,Private Companies,AFTAB NABI AND CO.,28-Oct-19
45590,FINE COMPANY (PVT.) LIMITED,Lahore,Private Companies,UMAR IQBAL (LHR),8-Jul-03
22334,FINE CONTROL SYSTEM (PVT.)LIMITED,Islamabad,Private Companies,JAWAID QADEER RASHID AND CO.,28-Aug-90
25980,FINE CRAFTS ENGINEERING (PVT) LTD,Lahore,Private Companies,HASAN AND COMPANY,10-Jun-93
26354,FINE CRYSTO PLAST (PVT) LIMITED,Lahore,Private Companies,NAVEED MUKHTAR AND CO. CA,28-Oct-19
139843,FINE DAILY NECESSITIES (PRIVATE) LIMITED,Karachi,Private Companies,JALIS AHMAD AND COMPANY CHARTERED ACCOUNTANTS,25-Dec-19
49788,FINE DESIGN INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,SANDHU AND CO. CA,29-Oct-05
89853,FINE ECOMMERCE SOLUTIONS (PVT.) LIMITED,Lahore,Private Companies,RAHMAN SARFRAZ RAHIM IQBAL SARFRAZ,12-Sep-14
72262,FINE EDGE SURGICALS (PVT.) LIMITED,Lahore,Private Companies,A SATTAR AND CO,22-Apr-10
70969,FINE ENGINEERING WORKS (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD AYUB AND CO,28-Oct-19
5708,FINE ENTERPRISES (PVT) LIMITED,Lahore,Private Companies,"TARIQ AYUB ANWAR AND CO. CA(LHR,ISL)",30-Jun-95
106927,FINE FABRICATORS (PVT.) LIMITED,Lahore,Private Companies,IQBAL ASSOCIATES,28-Oct-19
15726,FINE FABRICS (PRIVATE) LIMITED,Faisalabad,Private Companies,ZAHID JAMIL AND CO. CA,28-Oct-19
70217,FINE FIT INDUSTRIES (PVT.) LIMITED,Lahore,Private Companies,M.A.CHAUDHRI AND CO,31-Oct-16
40317,FINE FLOUR & GENERAL MILLS (PVT.) LIMITED,Peshawar,Private Companies,DILROZE KHAN AND CO (PSH),31-Dec-00
12948,FINE FOOD INDUSTRIES (PRIVATE) LIMITED,Lahore,Private Companies,SHEIKH AND CHAUDHRI CA,31-Dec-93
52596,FINE FUEL (PVT.) LIMITED,Islamabad,Private Companies,SHAUKAT BALUCH,28-Oct-19
6303,FINE GAS COMPANY LIMITED,Lahore,Public Unlisted Companies,NAVEED MUKHTAR AND CO.,28-Oct-19
64124,FINE IMPEX (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD SHAHID ZULFIQAR AND AMIR LAW ASSOCIATES,25-Jan-08
67439,FINE INDUSTRIES (PVT.) LIMITED,Faisalabad,Private Companies,MUHAMMAD AKRAM,28-Oct-19
81416,FINE LOGISTICS SOLUTION (PVT.) LIMITED,Karachi,Private Companies,SALMAN AND CO,27-Nov-12
110379,FINE NET SERVICES (PRIVATE) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO,28-Oct-19
110160,FINE PACKAGES (PRIVATE) LIMITED,Lahore,Private Companies,Azim and Co,28-Oct-19
100474,FINE PLASTICIZERS (PVT.) LIMITED,Multan,Private Companies,WAQAS AND COMPANY,28-Oct-19
25902,FINE POLYTEX (PVT.) LIMITED,Faisalabad,Private Companies,YAQUB AND CO. CA,31-Jan-04
29851,FINE PROCESSING MILLS (PVT.) LIMITED,Faisalabad,Private Companies,ISLAM MUNAWAR AND CO.,31-Oct-06
78508,FINE RESTAURANT (SMC-PVT.) LIMITED,Lahore,Single Member Companies,ARSHAD AND CO.,3-Nov-13
83646,FINE SECURITIES (SMC-PVT.) LIMITED,Karachi,Single Member Companies,"Haroon Zakaria and Company, Chartered Accountants",3-May-13
87933,FINE SECURITY & ELECTRICAL ENGINEERING WORKS (PVT.) LIMITED,Faisalabad,Private Companies,TARIQ HANIF AND CO,26-Apr-14
92688,FINE SECURITY SYSTEM (PVT.) LIMITED,Multan,Private Companies,RAZA SIDDIQUI AND CO,26-Sep-19
90617,FINE SEEDS (PVT.) LIMITED,Multan,Private Companies,RASHID BASHIR,1-Dec-14
28779,FINE STAR INDUSTRIES (PRIVATE) LIMITED.,Karachi,Private Companies,BDO EBRAHIM AND CO. CA,31-Oct-19
63197,FINE STAR PROCESSING MILLS (PVT.) LIMITED,Faisalabad,Private Companies,NADEEM ANWAR,28-Oct-19
27886,FINE STAR TEXTILES (PVT.) LIMITED,Faisalabad,Private Companies,RAJA SALIM AND CO. CA,31-Dec-99
25478,FINE STONE CRUSHING COMPANY (PVT) LTD,Lahore,Private Companies,MUHAMMAD ASHRAF,31-Dec-92
31274,FINE TANNERIES (PRIVATE) LIMITED,Karachi,Private Companies,SYED HASAN AND COMPANY,31-Oct-19
56168,FINE TEC MARTIAL ARTS & BOXING EQUIPMENT (PVT.) LIMITED,Lahore,Private Companies,Ayube and Company Chartered Accountants,28-Oct-19
79958,FINE TEC SPORTS (PVT.) LIMITED,Lahore,Private Companies,Wisdom,31-Oct-16
47657,FINE TECH (PVT.) LIMITED,Faisalabad,Private Companies,M. YOUSAF ADIL SALEEM AND CO.,8-Jul-04
57442,FINE TRACK (PVT.) LIMITED,Multan,Private Companies,MAHBOOB SHEIKH AND COMPANY,15-Oct-19
124592,FINE TRADING CO (PRIVATE) LIMITED,Karachi,Private Companies,SHAHID HABIB AND COMPANY,8-Oct-18
83059,FINE VISION CABLE TV NETWORK (PVT.) LIMITED,Faisalabad,Private Companies,Agha Mujeeb and co,28-Oct-18
45850,FINELINE LEATHER (PVT.) LIMITED,Karachi,Private Companies,HAROON ZAKARIA AND CO. CA,31-Oct-07
61185,FINEON CONSULTING (PRIVATE) LIMITED,Islamabad,Private Companies,W. A. ASSOCIATES (PVT.) LIMITED,30-Sep-15
81725,FINERGY (PVT.) LIMITED,Karachi,Private Companies,JUNADY SHOAIB ASAD,26-Oct-18
60373,FINEST INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,FAKHR-UD-DIN AND CO,25-Apr-07
64271,FINETEX BEDDING COMPANY (PVT.) LIMITED,Faisalabad,Private Companies,NADEEM ANWAR AND CO,28-Oct-19
67172,FINEX ASSOCIATES (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD ASLAM,31-Oct-09
104002,FINGENIE CONSULTING (PVT.) LIMITED,Multan,Private Companies,Waqas and Company,8-Dec-16
126614,FINISHER HOME SERVICES (SMC-PRIVATE) LIMITED,Peshawar,Single Member Companies,SEHGAL SHAHID AND SAFDAR,25-Oct-19
4905,FINISHERS LIMITED,Karachi,Public Unlisted Companies,TANWIR ARIF AND CO,28-Oct-19
62815,FINITE ENGINEERING (PVT.) LIMITED,Islamabad,Private Companies,ASIF AWAN AND CO,28-Oct-19
93788,FINJA (PVT.) LIMITED,Lahore,Private Companies,A F FERGUSON AND CO,15-Oct-18
141520,FINJA LENDING SERVICES LIMITED,Lahore,Public Unlisted Companies,Ishtaq Ahmad and Co,20-Nov-19
108315,FINLAB SOLUTIONS (PRIVATE) LIMITED,Lahore,Private Companies,PHINHAS AND CO.,31-Oct-18
124643,FINNZ PHARMA (PRIVATE) LIMITED,Karachi,Private Companies,Farrukh Mateen and Co.,10-Oct-18
45293,FINOSYS (PVT.) LIMITED,Karachi,Private Companies,SAJID AND CO,27-Oct-18
110606,FINOVATE (PRIVATE) LIMITED,Lahore,Private Companies,TARIQ MIR AND CO,31-Oct-19
94628,FINOVATORS DIGITAL (PVT.) LIMITED,Lahore,Private Companies,INAM UL HAQ AND CO,28-Oct-18
97219,FINOX (PVT.) LIMITED,Karachi,Private Companies,UHY Hassan Naeem and Co. Chartered Accountants,28-Oct-19
36346,FINS SHIPPING COMPANY (PRIVATE) LIMITED,Karachi,Private Companies,A. G. Habib and co,31-Oct-13
91583,FINSOL (PVT.) LIMITED,Islamabad,Private Companies,Ilyas Saeed and Co,31-Oct-16
49180,FINSYS INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,SANDHU AND CO. CA,26-May-06
111122,FINTAX CONSULTING (SMC-PRIVATE) LIMITED,Islamabad,Single Member Companies,RIZWAN YASIR AND CO,28-Oct-18
42642,FINTAX WIZARDS (PRIVATE) LIMITED,Karachi,Private Companies,HUSSAIN AND CO,31-Dec-02
116627,FINTEC SOLUTIONS (PRIVATE) LIMITED,Lahore,Private Companies,ALE IMRAN AND CO.,28-Oct-19
105340,FINTECH (PVT.) LIMITED,Lahore,Private Companies,Saqib Nawaz and Co,30-Oct-19
102423,FINTECH INNOVATIONS (PVT.) LIMITED,Lahore,Private Companies,J KHAN AND CO.,28-Oct-18
109380,FINTECH TRANSFORMATION SERVICES (PRIVATE) LIMITED,Karachi,Private Companies,A.G HABIB AND CO,26-Oct-19
31063,FINTEX MANUFACTURING CORPORATION (PRIVATE) LIMITED,Karachi,Private Companies,HAROON ZAKARIA AND CO. CA,28-Oct-19
22514,FIQAS (PVT) LTD,Lahore,Private Companies,UNITED TEX CHAMBER,30-Dec-00
53765,FIRCO INTERNATIONAL (PRIVATE) LIMITED,Karachi,Private Companies,SAUD ANSARI,25-Oct-19
7188,FIRCOS INDUSTRIES (PVT )LTD.,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,28-Oct-18
24759,FIRCOS INTERNATIONAL (PVT) LTD,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,31-Oct-16
43017,FIRCOS SHOES (PVT.) LIMITED,Lahore,Private Companies,NAZIR CHAUDRY AND CO. CA,28-Oct-18
111819,FIRDAUS FAMILY SERVICES (PRIVATE) LIMITED,Islamabad,Private Companies,USMAN HASSAN AND CO,4-Dec-17
1438,FIRDAUS STEEL MILLS (PRIVATE) LIMITED,Lahore,Private Companies,SHAFIQ AND CO CA,31-Oct-09
6304,FIRDOUS BOARD MILLS ( PRIVATE ) LIMITED,Lahore,Private Companies,CH. IQBAL AND CO.,31-Oct-03
5325,FIRDOUS CARPETS (PRIVATE) LIMITED.,Karachi,Private Companies,MUHAMMAD RAZA AND CO. CA,31-Oct-05
910,FIRDOUS CINEMA (PRIVATE) LIMITED,Karachi,Private Companies,NAMDAR AND CO. CA,28-Oct-19
40088,FIRDOUS CLOTH MILLS (PVT.) LIMITED,Faisalabad,Private Companies,"AVAIS HYDER LIAQAT NAUMAN AND CO, C.A",28-Oct-19
2978,FIRDOUS FLOUR MILLS (PVT) LIMITED,Lahore,Private Companies,JAVAID IQBAL CH,25-Sep-08
89198,FIRDOUS HAJJ & UMRAH TRAVEL & TOURS (PVT.) LIMITED,Karachi,Private Companies,SALAHUDDIN AND CO.,28-Oct-19
101494,FIRDOUS JAMAL FILMS (PVT.) LIMITED,Lahore,Private Companies,HASSAN RAZA,10-Sep-16
99039,FIRDOUS SONS ENTERPRISES (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO,28-Oct-19
121288,FIRE AND SAFETY TECHNOLOGIES (PRIVATE) LIMITED,Islamabad,Private Companies,RIZWAN SAEED AND CO,28-Oct-19
69112,FIRE STOP ENTERPRISES (PVT.) LIMITED,Karachi,Private Companies,MAQSOOD AND CO.,30-Oct-18
97838,FIRE TERMINATOR PAKISTAN (PVT.) LIMITED,Lahore,Private Companies,Iqbal Associates,27-Oct-18
77532,FIRE WALL SECURITY SERVICES (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO. CA.,10-Sep-19
100818,FIREBALL (PVT.) LIMITED,Karachi,Private Companies,AZEEM HUSSAIN AND COM,2-Aug-16
79783,FIREBOLT 63 (PVT.) LIMITED,Karachi,Private Companies,NISAR UL HAQ,28-Oct-18
126448,FIRESTARTER (PRIVATE) LIMITED,Karachi,Private Companies,WAQAS YAMIN AND CO.,18-Dec-18
3771,FIRESTOP AIDS (PRIVATE) LIMITED,Karachi,Private Companies,HASHMI AND COMPANY,28-Oct-19
40909,FIRETECH ENTERPRISES (PRIVATE) LIMITED.,Lahore,Private Companies,SHAFIQ AND CO.,28-Oct-19
71024,FIREWORK LABS (SMC-PVT.) LIMITED,Karachi,Single Member Companies,Sameer ul Islam Siddiqui,4-Jan-10
3518,FIREX (PVT) LIMITED,Lahore,Private Companies,KARAMAT ALI CHAUDHRY,31-Oct-16
12456,FIRHAJ & COMPANY (PRIVATE) LIMITED,Lahore,Private Companies,HAROON ZAKARIA AND CO. CA,31-Oct-05
19558,FIRHAJ FOOTWEARS (PRIVATE) LIMITED,Lahore,Private Companies,RAHMAN SARFRAZ,28-Oct-19
134032,FIRIN (PRIVATE) LIMITED,Lahore,Private Companies,ARSHAD AND COMPANY (CHARTERED ACCOUNTANT) MUHAMMAD ARSHAD,31-Oct-19
96886,FIRM ASIA TRADING PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,ANSARI ASSOCIATES C.A.,4-Jan-16
81396,FIRM DECON INTERNATIONAL (PVT.) LIMITED,Lahore,Private Companies,SARWARS CHARTERED ACCOUNTANTS,3-Jan-20
126802,"FIRM OF RESEARCH, POLICY AND DEVELOPMENT (PRIVATE) LIMITED",Islamabad,Private Companies,MUHAMMAD MUDASSER AND CO CHARTERED ACCOUNTANTS,4-Feb-19
71845,FIRPO (PVT.) LIMITED,Karachi,Private Companies,FARUQ ALI AND COMPANY,28-Oct-19
84129,FIRST AGRICULTURE COMPANY (PVT.) LIMITED,Multan,Private Companies,TAJ TAX LAW CHAMBERS,18-Jun-13
44223,FIRST AMERICAN CORPORATION (PVT.) LIMITED,Lahore,Private Companies,NASIR AND CO. (LAHORE),28-Oct-19
93654,FIRST ARISE MARKETING EXPERTS (PVT.) LIMITED,Islamabad,Private Companies,FARAZ HABIB AND CO.,28-May-15
48137,FIRST ASIAN BUSINESS CORPORATION LIMITED,Karachi,Public Unlisted Companies,"S. M. REHAN AND CO., CA",31-Oct-09
65358,FIRST AVIATION (PVT.) LIMITED,Lahore,Private Companies,NASIR JAVAID MAQSOOD IMRAN CA.,28-Oct-19
76298,FIRST BUS (PVT.) LIMITED,Lahore,Private Companies,Muhammad Usman and Company,28-Oct-19
61072,FIRST BUSINESS SERVICES (PVT.) LIMITED,Lahore,Private Companies,KARAMAT ALI CHAUDHRY,28-Oct-09
78945,FIRST CALL PAKISTAN (PVT.) LIMITED,Karachi,Private Companies,AVAIS HYDER LIAQUAT NAUMAN CHARTERED ACCOUNTANTS,30-Sep-16
95646,FIRST CALL TELECOMS (PVT.) LIMITED,Islamabad,Private Companies,Ilyas Saeed and Company Chartered Accountants,16-Oct-15
45325,FIRST CANADA (PVT.) LIMITED,Lahore,Private Companies,MUHAMMAD YOUNAS,4-May-03
34157,FIRST CAPITAL EQUITIES LIMITED,Lahore,Public Listed Companies,HAMMAD AHMED BUTT (INTERNAL AUDITOR),3-Nov-10
33553,FIRST CAPITAL INVESTMENTS LIMITED,Lahore,Public Unlisted Companies,NASIR JAVAID MAQSOOD IMRAN CA,30-Oct-15
33995,FIRST CAPITAL MUTUAL FUND LIMITED,Lahore,Public Unlisted Companies,KPMG TASEER HADI AND CO.,30-Oct-10
32345,FIRST CAPITAL SECURITIES CORPORATION LIMITED,Lahore,Public Listed Companies,KPMG TASEER HADI AND CO.,29-Oct-11
68318,FIRST CATERING PAKISTAN (PVT.) LIMITED,Islamabad,Private Companies,TARIQ MIAN RAMZAN AND CO.,6-Oct-17
90013,FIRST CHOICE COURIER INTERNATIONAL (SMC-PVT.) LIMITED,Islamabad,Single Member Companies,Salman Shahid Khan,24-Sep-14
55949,FIRST CHOICE HOMES (PVT.) LIMITED,Islamabad,Private Companies,TARIQ MUSTAFA RAMZAN AND CO.,31-Dec-06
49010,FIRST CHOICE SECURITIES LIMITED,Karachi,Public Unlisted Companies,UHY Hassan Naeem and Co. Chartered Accountants,28-Oct-19
13790,FIRST CITY HOSPITAL (PRIVATE) LIMITED,Karachi,Private Companies,F. AHMED AND CO. CA,10-Dec-97
82837,FIRST CLASS TRADING (PVT.) LIMITED,Peshawar,Private Companies,"M/S WAQAR ALI AND CO., CHARTERED ACCOUNTANTS",23-Feb-13
57045,FIRST CLASS TRAVEL (PRIVATE) LIMITED,Karachi,Private Companies,MANSOOR ASLAM SERAJ SALEEM C/A,26-Jun-06
13203,FIRST COMMERCE UNION (PRIVATE) LIMITED,Karachi,Private Companies,SHOAIB ASAD AND COMPANY,14-Nov-11
47413,FIRST COMMODITIES (PVT.) LIMITED,Karachi,Private Companies,IBrAHIM SHAIKH AND CO,27-Oct-18
89496,FIRST CONSTRUCTION LIMITED,Lahore,Public Unlisted Companies,FAHEEM AND CO,28-Oct-19
20168,FIRST CREDIT & INVESTMENT BANK LIMITED,Karachi,Public Listed Companies,Horwath Hussain Chaudhary,25-Oct-19
32800,FIRST DAWOOD INVESTMENT BANK LIMITED,Karachi,Public Listed Companies,Aamir Salman Rizwan Chartered Accountants,24-Oct-19
58120,FIRST ELECTRICAL (PVT.) LIMITED,Lahore,Private Companies,TANVEER AFZAL AND CO. CA,10-Oct-06
57886,FIRST ENGINEERING (PVT.) LIMITED,Lahore,Private Companies,AYUB ASLAM AND COMPANY,31-Oct-07
47719,FIRST FLORANCE DEVELOPERS (PVT.) LIMITED,Lahore,Private Companies,IQBAL YASIR AND CO,28-Oct-18
71094,FIRST GULF INTERNATIONAL (PVT.) LIMITED,Karachi,Private Companies,A.G. HABIB AND COMPANY,28-Oct-19
85501,FIRST HOLIDAY TRAVEL (PVT.) LIMITED,Lahore,Private Companies,ALE IMRAN AND COMPANY,28-Oct-19
77152,FIRST HORIZON (PVT.) LIMITED,Lahore,Private Companies,OMER ZAHEER ASSOCIATES,21-Sep-11
114506,FIRST IDEA WEB DEVELOPMENT (PRIVATE) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND CO.,28-Oct-19
73170,FIRST IMPRESSIONS CORPORATE TRAINING (PVT.) LIMITED,Lahore,Private Companies,TAIYAB SHAHID AND CO,23-Jul-10
83048,FIRST INDUSTRIAL BIOGAS COMPANY (PVT.) LIMITED,Lahore,Private Companies,Kabani and Co.,14-Mar-13
83612,FIRST INDUSTRIAL SOLAR & WIND-MILL COMPANY (PVT.) LIMITED,Lahore,Private Companies,KABANI AND COMPANY,2-May-13
30495,FIRST INTERMARKET MANAGEMENT ( PRIVATE ) LIMITED,Lahore,Private Companies,ASAD ALI AND CO. (LHR),6-Dec-94
84323,FIRST INTERNATIONAL LIVE STOCK COMPANY (PVT.) LIMITED,Lahore,Private Companies,KABANI AND COMPANY,28-Jun-13
31907,FIRST INTERNATIONAL TRAVELS ( PRIVATE ) LIMITED,Lahore,Private Companies,"QADEER AND CO., C.A., (LHR)",28-Oct-19
28928,FIRST INVESTEC MANAGEMENT SERVICES LIMITED,Karachi,Public Unlisted Companies,M. A. ALAM AND CO. CA,29-Dec-01
23952,FIRST JAMIA SERVICES LIMITED,Lahore,Public Unlisted Companies,HAMEED CHAUDHARY AND CO. (LHR),27-Oct-17
71429,FIRST LIGHT COMMUNICATIONS (PVT.) LIMITED,Lahore,Private Companies,MUDASSAR EHTISHAM AND CO,31-Oct-10
47928,FIRST MANAGEMENT CONSULTANTS (PVT.) LIMITED,Lahore,Private Companies,MUDASSAR EHTISHAM AND CO,31-Oct-15
78848,FIRST MARKETING NETWORK (PVT.) LIMITED,Lahore,Private Companies,ALE IMRAN AND CO.,13-Mar-12
45576,FIRST MARVEL (PVT.) LIMITED,Lahore,Private Companies,ZEESHAN AND CO.,31-Oct-19
68001,FIRST MEDIA (PVT.) LIMITED,Islamabad,Private Companies,SHEHZAD MALIK AND CO,7-Nov-08
71108,FIRST MEDIA PROPERTIES (PVT.) LIMITED,Karachi,Private Companies,M/s. Baker Tilly Memood Idrees Qamar,27-Oct-18
64157,FIRST MICROINSURANCE AGENCY PAKISTAN (PRIVATE) LIMITED,Karachi,Private Companies,KPMG TASEER HADI AND CO.,23-Jun-13
40939,FIRST MILLENNIUM (PRIVATE) LIMITED.,Karachi,Private Companies,Y. M. KHAN,31-Oct-07
20006,FIRST MODARABA MANAGEMENT (PRIVATE) LIMITED,Karachi,Private Companies,SYED HUSSAIN AND CO. (LHR),18-Nov-03
2669,FIRST NATIONAL CORPORATION (PRIVATE) LIMITED,Karachi,Private Companies,F. NINI AND COMPANY,31-Oct-14
60252,FIRST NATIONAL ENERGY (PVT.) LIMITED,Lahore,Private Companies,TARIQ ALEEM AND CO,28-Oct-19
33402,FIRST NATIONAL EQUITIES LTD.,Karachi,Public Listed Companies,IECNET S.K.S.S.S.,28-Oct-19
90854,FIRST ONE TRAVEL & TOURS (PVT.) LIMITED,Lahore,Private Companies,INAAM UL HAQ AND COMPANY,3-Dec-14
44371,FIRST PAKISTAN SECURITIES LIMITED,Lahore,Public Unlisted Companies,TARIQ ABDUL GHANI MAQBOOL AND CO,28-Oct-18
