Sr. No.,CUIN,Company Name,Incorporation Date / Registration Date,CRO Name
8976,0061258,M. R. M HOUSING ENTERPRISE (PRIVATE) LIMITED,5/25/07,Karachi
8977,0064609,UNITED 4 (PVT.) LIMITED,3/6/08,Islamabad
8978,0061384,BEST RECYCLING (PVT.) LIMITED,6/4/07,Lahore
8979,0061406,DIGIDENT SOLUTIONS (PRIVATE) LIMITED,6/5/07,Islamabad
8980,0073026,POWER TOBACCO (PVT.) LIMITED,7/2/10,Lahore
8981,0060009,FABG PAKISTAN (PRIVATE) LIMITED,3/21/07,Karachi
8982,0060258,KARWAN-E-CITY (PRIVATE) LIMITED,4/5/07,Karachi
8983,0060650,LORALAI HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,4/26/07,Quetta
8984,0061064,AQUALYNG (PVT.) LIMITED,5/17/07,Islamabad
8985,0060134,BRANDSCAPE (PRIVATE) LIMITED,3/29/07,Karachi
8986,0060951,KARWAN-E-ABRE REHMAT (PRIVATE) LIMITED,5/11/07,Karachi
8987,0059071,ZODIAC SPECIALTY PRODUCTS (PRIVATE) LIMITED,1/5/07,Karachi
8988,0059973,FOOD TECHNOLOGIES (PRIVATE) LIMITED,3/19/07,Karachi
8989,0059974,MAHAD & RAYYAN TRAVELS (PRIVATE) LIMITED,3/19/07,Karachi
8990,0060035,BABA INSTRUMENTS (PVT.) LIMITED,3/22/07,Lahore
8991,0060032,AL-GHANI ALUMINUM (PVT.) LIMITED,3/22/07,Islamabad
8992,0064724,TARGET ENGINEERS (PVT.) LIMITED,3/12/08,Lahore
8993,0060273,WJLUTS PAKISTAN (PVT.) LIMITED,4/5/07,Islamabad
8994,0060151,S. ALAM'S ADVISORY SERVICES (PRIVATE) LIMITED,3/29/07,Karachi
8995,0064707,FAMAS KNITWEAR INDUSTRIES (PVT.) LIMITED,3/12/08,Lahore
8996,0061345,QAFLA NASIRABAD HAJJ SERVICES (PRIVATE) LIMITED,5/30/07,Quetta
8997,0061333,EXECUTIVE CLINIC (PRIVATE) LIMITED,5/30/07,Karachi
8998,0060057,F. C. COMPANY (PRIVATE) LIMITED,3/26/07,Karachi
8999,0060339,ARAB TOWER EST. (PVT.) LIMITED,4/10/07,Lahore
9000,0060343,DAR-UL-ARKAM (PRIVATE) LIMITED,4/10/07,Karachi
9001,0060167,GATS COMMODITIES (PRIVATE) LIMITED,3/30/07,Karachi
9002,0059962,QHAN (PRIVATE) LIMITED,3/16/07,Karachi
9003,0059950,ALIPH EQUITY PARTNERS (PVT.) LIMITED,3/16/07,Lahore
9004,0060202,CLIFTON RENOVATION COMPANY (PRIVATE) LIMITED,4/3/07,Karachi
9005,0060328,TECHNOTECH (PVT.) LIMITED,4/9/07,Lahore
9006,0064709,NAAKSONS (PVT.) LIMITED,3/12/08,Lahore
9007,0060284,MUSTAFA SALEEM (PVT.) LIMITED,4/6/07,Karachi
9008,0060302,WIZARDS CONSULTANTS (PRIVATE) LIMITED,4/6/07,Karachi
9009,0058834,M & C AVIATION PAKISTAN (PRIVATE) LIMITED.,12/13/06,Karachi
9010,0068311,A H M ENGINEERING CONSULTANTS (PVT.) LIMITED,12/18/08,Karachi
9011,0060182,REFLECTIONS (PVT.) LIMITED,3/30/07,Lahore
9012,0061154,TOTAL DIGITAL SERVICES (PRIVATE) LIMITED,5/21/07,Islamabad
9013,0060353,NANAI TRAVELS (PRIVATE) LIMITED,4/10/07,Quetta
9014,0073561,HAWKS LINK (PVT.) LIMITED,9/15/10,Islamabad
9015,0060555,XAPHYRE BUSINESS TRADERS (PVT.) LIMITED,4/20/07,Lahore
9016,0060006,AL-WAHID REAL ESTATE CONSULTANT (PVT.) LIMITED,3/21/07,Islamabad
9017,0060994,ICON ADVERTISING (PRIVATE) LIMITED,5/15/07,Karachi
9018,0061166,PAK FUEL (PVT.) LIMITED,5/22/07,Islamabad
9019,0060285,EXCELLENT MARKETING NETWORK (PVT.) LIMITED,4/6/07,Islamabad
9020,0060014,HANJRA CNG (PVT.) LIMITED,3/21/07,Islamabad
9021,0059965,SERAI MOGUL (PVT.) LIMITED,3/16/07,Lahore
9022,0059953,BLOOM CONSULT (PVT.) LIMITED,3/16/07,Islamabad
9023,0061015,ALIEYA INTERNATIONAL BUSINESS (PRIVATE) LIMITED,5/16/07,Quetta
9024,0059772,PAXYM (PRIVATE) LIMITED,3/2/07,Karachi
9025,0068302,GREEN LAND SURVEYING & CONSTRUCTION INTERNATIONAL (PVT.) LIMITED,12/17/08,Islamabad
9026,0061286,NTZEE (PRIVATE) LIMITED,5/28/07,Islamabad
9027,0061330,BIN ADAMS LABORATORIES (PVT.) LIMITED,5/30/07,Islamabad
9028,0060160,COMBINED MARINE SERVICES (PRIVATE) LIMITED,3/30/07,Karachi
9029,0059943,SAINTS I.T (PVT.) LIMITED,3/15/07,Islamabad
9030,0059927,ACACIA (PVT.) LIMITED,3/15/07,Islamabad
9031,0073566,EHSAN AZIZ SADAQAT SERVICES (PVT.) LIMITED,9/16/10,Karachi
9032,0060171,HIGH LINE CHINA CORPORATION (PRIVATE) LIMITED,3/30/07,Islamabad
9033,0060170,HASSNI BUILDERS & DEVELOPERS (PVT.) LIMITED,3/30/07,Islamabad
9034,0061059,AL-ASMA HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,5/17/07,Quetta
9035,0061114,SAFAR-E-HIJAZ HAJJ & UMRAH (PRIVATE) LIMITED,5/18/07,Karachi
9036,0059954,DUNYA KARWAN HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,3/16/07,Quetta
9037,0059947,ABU SULTAN HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,3/16/07,Quetta
9038,0060483,PROTEGGERE & SERVIRE (PVT.) LIMITED,4/17/07,Lahore
9039,0060079,FAZAL TRADING COMPANY (PRIVATE) LIMITED,3/27/07,Quetta
9040,0060093,SAS WASTE MANAGEMENT (PRIVATE) LIMITED,3/27/07,Karachi
9041,0055739,CONSTRUCTIVE ASSOCIATES (PVT.) LIMITED,5/12/06,Lahore
9042,0073551,AR LINK LOGISTICS (PVT.) LIMITED,9/9/10,Islamabad
9043,0060907,AL-TABASSUM HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,5/10/07,Quetta
9044,0060658,QAFLA-OAN-O-MUHAMMAD HAJJ SERVICES (PRIVATE) LIMITED,4/26/07,Quetta
9045,0060943,EURO FREIGHT CARGO SYSTEMS (PVT.) LIMITED,5/11/07,Lahore
9046,0061204,ALLISONS BROTHERS (PRIVATE) LIMITED,5/24/07,Karachi
9047,0061205,AN-AMTA TRAVELS (PRIVATE) LIMITED,5/24/07,Karachi
9048,0060700,BIL-QALAM ADVERTISER (PVT.) LIMITED,4/30/07,Lahore
9049,0064729,UCE TELECOM SOLUTIONS (PVT.) LIMITED,3/13/08,Islamabad
9050,0060798,E K C KOHINOOR LIMITED,5/4/07,Lahore
9051,0060810,SPIDER COMMUNICATIONS (PRIVATE) LIMITED,5/4/07,Karachi
9052,0060790,3 IS TOUR & TRAVELS (PRIVATE ) LIMITED.,5/4/07,Karachi
9053,0061507,SKY STEEL (PVT.) LIMITED,6/7/07,Lahore
9054,0061302,BUSINESS POSSIBILITIES (PVT.) LIMITED,5/29/07,Islamabad
9055,0060359,WAQAR ASSOCIATES (PRIVATE) LIMITED,4/10/07,Karachi
9056,0061304,FUTURE SOFT (PVT.) LIMITED,5/29/07,Lahore
9057,0061019,BALOCHISTAN POWER GENERATION COMPANY (PRIVATE) LIMITED,5/16/07,Quetta
9058,0070590,BARKAT FOODS (PVT.) LIMITED,10/3/09,Islamabad
9059,0061226,POLY TOX LABORATORIES (PVT.) LIMITED,5/24/07,Islamabad
9060,0061212,HH CONSULTANTS (PVT.) LIMITED,5/24/07,Lahore
9061,0061514,GLOBAL HOMES (PRIVATE) LIMITED,6/8/07,Karachi
9062,0061529,TRABECULA ENTERPRISE SOLUTIONS (PRIVATE) LIMITED,6/8/07,Karachi
9063,0060178,QUALITY RELATIONSHIP MANAGEMENT INTERNATIONAL (PRIVATE) LIMITED,3/30/07,Karachi
9064,0060686,NAEEM & WASEEM COMPANY (PRIVATE) LIMITED,4/27/07,Karachi
9065,0061042,SILVER WING ENTERPRISES (PVT.) LIMITED,5/16/07,Lahore
9066,0073630,SINDH POLICE WELFARE SECURITY SERVICES (PVT.) LIMITED,9/24/10,Karachi
9067,0060669,ASR-E-RAWAAN TRAVEL & TOURS (PRIVATE) LIMITED,4/27/07,Karachi
9068,0061337,KARWAN-E-ALMAYRAJ HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,5/30/07,Karachi
9069,0060801,IT COMRADE (PVT.) LIMITED,5/4/07,Lahore
9070,0061253,KARAKORUM BROADCASTING COMPANY (PVT.) LIMITED,5/25/07,Islamabad
9071,0061285,MOHAMMAD MOHIYUDIN GILLANI & COMPANY (PRIVATE) LIMITED,5/28/07,Islamabad
9072,0061277,DHA DEFENDERS (PVT.) LIMITED,5/28/07,Islamabad
9073,0061262,PRO-HR CONSULTING (PRIVATE) LIMITED,5/25/07,Karachi
9074,0061417,NAPIER INTERNATIONAL (PVT.) LIMITED,6/5/07,Lahore
9075,0060737,PEARL ENTERTAINMENT (PRIVATE) LIMITED,5/2/07,Karachi
9076,0060727,DEUTSCHLAND (PVT.) LIMITED,5/2/07,Lahore
9077,0060696,AKGAS (PRIVATE) LIMITED,4/30/07,Islamabad
9078,0061343,OSTKR ENGINEERING CONSULTANTS (PRIVATE) LIMITED,5/30/07,Quetta
9079,0060949,INAMULLAH HAJJ & UMRA SERVICES (PRIVATE) LIMITED,5/11/07,Quetta
9080,0061275,CHOICE INTERNATIONAL P.K (PVT.) LIMITED,5/28/07,Islamabad
9081,0060832,LOGICBLINK (PVT.) LIMITED,5/7/07,Lahore
9082,0060835,RACHNA AUTOMOBILES (PVT.) LIMITED,5/7/07,Lahore
9083,0082062,GFK GROUP OF COMPANIES (PVT.) LIMITED,12/17/12,Islamabad
9084,0060795,BLUE  MONKEY PRODUCTIONS  (PRIVATE) LIMITED.,5/4/07,Karachi
9085,0061293,ZAMIN HAJJ & UMRAH (PVT.) LIMITED,5/28/07,Islamabad
9086,0061255,KARWAN-E-TAQWA TRAVEL & TOURS  (PRIVATE) LIMITED,5/25/07,Karachi
9087,0061353,SPORTS INCORPORATION (PRIVATE) LIMITED,5/30/07,Karachi
9088,0061340,MANAL TRAVELS (PRIVATE) LIMITED,5/30/07,Karachi
9089,0061331,CABLE NETWORK ADVERTISERS (PRIVATE) LIMITED,5/30/07,Karachi
9090,0060470,CNE (PRIVATE) LIMITED,4/17/07,Karachi
9091,0060654,MECCA & MADINA EXPORT AND IMPORT COMPANY (PVT.) LIMITED,4/26/07,Lahore
9092,0061364,RENAISSANCE SOFTWARE (PVT.) LIMITED,5/31/07,Islamabad
9093,0061165,PAGHAN HAJJ & UMRA SERVICES (PRIVATE) LIMITED,5/22/07,Quetta
9094,0061231,SME PROMOTIONS (PRIVATE) LIMITED,5/24/07,Karachi
9095,0061430,APOLLO ENERGY (PRIVATE) LIMITED,6/6/07,Karachi
9096,0061442,JALALI SERVICES (PRIVATE) LIMITED,6/6/07,Karachi
9097,0073629,SOLARIS HR (PVT.) LIMITED,9/24/10,Karachi
9098,0061183,DANMIRR CONSULTANTS (PVT.) LIMITED,5/23/07,Lahore
9099,0060675,FARHAN TRAVEL & TOURS (PRIVATE) LIMITED,4/27/07,Karachi
9100,0060681,KARWAN-E-HASSAN MUJTABA (PRIVATE) LIMITED,4/27/07,Islamabad
9101,0061257,LIONS PHARMACEUTICALS (PRIVATE) LIMITED,5/25/07,Islamabad
9102,0061110,RAMEESA (PVT.) LIMITED,5/18/07,Lahore
9103,0061175,SARELA HABIB ZAI HAJJ SERVICES (PRIVATE) LIMITED,5/22/07,Quetta
9104,0070574,RASHID KAMAL TRAVELS & HAJJ UMRAH SERVICES (PVT.) LIMITED,9/30/09,Islamabad
9105,0060682,KARWAN-E-IMAM ALI NAQI (PVT.) LIMITED,4/27/07,Islamabad
9106,0061297,ASFAND & COMPANY (PRIVATE) LIMITED,5/29/07,Quetta
9107,0061396,XOANON IMPORT & EXPORT SERVICES (PVT.) LIMITED,6/4/07,Islamabad
9108,0061431,AQUALYNG KARACHI (PVT.) LIMITED,6/6/07,Islamabad
9109,0061351,SINO LIGHT TECHNOLOGY (PVT.) LIMITED,5/30/07,Islamabad
9110,0061528,SYNERGY EXPLORATION (PRIVATE) LIMITED,6/8/07,Karachi
9111,0060665,AKRIS PAK SERVICES (PVT.) LIMITED,4/27/07,Islamabad
9112,0061185,FINEON CONSULTING (PRIVATE) LIMITED,5/23/07,Islamabad
9113,0060932,THE LIFE (PVT.) LIMITED,5/10/07,Islamabad
9114,0060740,SABOOR ENGINEERING WORKS (PVT.) LIMITED,5/2/07,Islamabad
9115,0060742,SEA VIEW ACCOMODATORS (PVT.) LIMITED,5/2/07,Islamabad
9116,0060561,JUNIPER HAJJ SERVICES (PRIVATE) LIMITED,4/23/07,Quetta
9117,0061378,RIVA INTERTARDE (PVT.) LIMITED,6/1/07,Lahore
9118,0061481,BRITISH FINANCIAL SERVICES (PVT.) LIMITED,6/7/07,Lahore
9119,0060971,EUROSURG (PVT.) LIMITED,5/14/07,Lahore
9120,0061256,KHANA KAK BUILDERS (PVT.) LIMITED,5/25/07,Islamabad
9121,0061251,GANDHARA CONSTRUCTION (PRIVATE) LIMITED,5/25/07,Islamabad
9122,0073068,WESTERN SOLUTIONS (PVT.) LIMITED,7/8/10,Lahore
9123,0060910,BALAD-UL-AMIN HAJ UMRAH TOURS OPERATORS (PRIVATE) LIMITED,5/10/07,Islamabad
9124,0061376,MUZAMMIL FAHEEM AND COMPANY (PVT.) LIMITED,6/1/07,Lahore
9125,0060718,VISION CARRIERS (PRIVATE) LIMITED,4/30/07,Islamabad
9126,0060756,BUSINESS WORLD ASSOCIATES (PRIVATE) LIMITED,5/3/07,Karachi
9127,0061107,PANTHER BUILDERS (PRIVATE) LIMITED,5/18/07,Islamabad
9128,0060701,CENTRAL CONSTRUCTION COMPANY (PRIVATE) LIMITED,4/30/07,Islamabad
9129,0060707,GLOBAL S. CAR COMPANY (PVT.) LIMITED,4/30/07,Lahore
9130,0061470,VISION AHEAD (PRIVATE) LIMITED,6/6/07,Karachi
9131,0061465,THAR COAL MINING COMPANY (PRIVATE) LIMITED,6/6/07,Islamabad
9132,0061421,RANA EARTH MACHINERY (PVT.) LIMITED,6/5/07,Lahore
9133,0060753,ATS NLC (PRIVATE) LIMITED,5/3/07,Islamabad
9134,0060785,THANVI TRAVELS (PRIVATE) LIMITED,5/3/07,Karachi
9135,0058371,D-ROYAL LOGISTICS (PRIVATE) LIMITED,10/31/06,Karachi
9136,0073676,GLOBAL PLEXUS SOLUTIONS (PVT.) LIMITED,10/1/10,Lahore
9137,0061469,VICTOR KHAN (PVT.) LIMITED,6/6/07,Lahore
9138,0061159,FAHAD HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,5/22/07,Karachi
9139,0060861,I D PRODUCTS (PVT.) LIMITED,5/8/07,Lahore
9140,0060787,WELL & WILL MERCANTILE LIMITED,5/3/07,Lahore
9141,0061202,TWINLAKE FARMS (PRIVATE) LIMITED,5/23/07,Karachi
9142,0060466,AL-GHANI GROUP OF COMPANIES (PVT.) LIMITED,4/17/07,Islamabad
9143,0064652,LIBZAY INNOVATION (PVT.) LIMITED,3/7/08,Islamabad
9144,0061211,H K A UMRAH & HAJJ SERVICES (PRIVATE) LIMITED,5/24/07,Karachi
9145,0061310,KARWAN-E-IBRAHIM TRAVEL AND TOURS (PRIVATE) LIMITED,5/29/07,Karachi
9146,0061916,SHAH MUGHAL (PRIVATE) LIMITED,6/29/07,Karachi
9147,0061894,DCOM (PRIVATE) LIMITED,6/29/07,Karachi
9148,0061571,CARTEL SERVICES (PVT.) LIMITED,6/13/07,Lahore
9149,0061683,VITAL ASSOCIATES (PRIVATE) LIMITED,6/18/07,Karachi
9150,0061805,SANAI HAJJ & UMRA SERVICES (PRIVATE) LIMITED,6/25/07,Quetta
9151,0061942,GEOMATICS INTERNATIONAL (PVT.) LIMITED,7/3/07,Lahore
9152,0061455,MIRAN SHAH WAZIRISTAN HAJ UMRA SERVICES (PVT.) LIMITED,6/6/07,Islamabad
9153,0061499,N.E.W. SIDDIQUE TEXTILE UNIQUE FABRICS (PVT.) LIMITED,6/7/07,Islamabad
9154,0061773,GLOBIZ (PVT.) LIMITED,6/22/07,Islamabad
9155,0061781,MEGA BRANDS (PRIVATE) LIMITED,6/22/07,Karachi
9156,0061580,NABIHA INTERNATIONAL TOUR (PRIVATE) LIMITED,6/13/07,Karachi
9157,0061583,ASHRAF NETWORKS (PVT.) LIMITED,6/13/07,Islamabad
9158,0073524,RAJPOOT APPAREL (PVT.) LIMITED,9/7/10,Islamabad
9159,0061477,AQUALYNG BALOCHISTAN (PRIVATE) LIMITED,6/7/07,Islamabad
9160,0061478,AQUALYNG GWADAR (PVT.) LIMITED,6/7/07,Islamabad
9161,0061501,PLAN B ADVERTISING & MEDIA SOLUTION (PRIVATE ) LIMITED,6/7/07,Karachi
9162,0064773,H. R. SOURCE (PRIVATE) LIMITED,3/17/08,Karachi
9163,0068407,VICKY TRAVEL & TOUR OPERATORS (PVT.) LIMITED,1/2/09,Islamabad
9164,0061779,KARWAN-E-SAFIA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,6/22/07,Quetta
9165,0061500,PACIFIC FOOD (PVT.) LIMITED,6/7/07,Lahore
9166,0061516,KARVAN-E-ANMOL INTERNATIONAL TRAVEL & TOURS (PVT.) LIMITED,6/8/07,Islamabad
9167,0061531,Z M HAJJ SERVICES (PRIVATE) LIMITED,6/8/07,Quetta
9168,0061494,M. I. L. SHIPPING COMPANY (PRIVATE) LIMITED,6/7/07,Karachi
9169,0061605,BEC SOLUTIONS (PVT.) LIMITED,6/14/07,Islamabad
9170,0061668,GOLDEN GATE (PRIVATE) LIMITED,6/18/07,Karachi
9171,0068322,AMANT CONSULTANTS (PVT.) LIMITED,12/23/08,Quetta
9172,0061707,ZEERAK TRAVEL (PRIVATE) LIMITED,6/19/07,Karachi
9173,0061921,WESOL (PVT.) LIMITED,6/29/07,Islamabad
9174,0061953,PAK ZHONG-HUA (PRIVATE) LIMITED,7/3/07,Islamabad
9175,0073526,SPARCS INITIATIVE (PVT.) LIMITED,9/8/10,Karachi
9176,0073018,MASHRIQI RIWAYAT DAWAKHANA (PVT.) LIMITED,7/1/10,Lahore
9177,0061544,R.K HAJJ AND UMRA SERVICES (PRIVATE) LIMITED,6/11/07,Quetta
9178,0061601,ALLIANCES INFORMATION TECHNOLOGY (PRIVATE) LIMITED,6/14/07,Lahore
9179,0073008,TIME LOGISTICS (PVT.) LIMITED,7/1/10,Lahore
9180,0061686,AMRON OIL COMPANY (PRIVATE) LIMITED,6/19/07,Karachi
9181,0061725,MACRO MOVER (PVT.) LIMITED,6/20/07,Lahore
9182,0061821,IMMIGRATION ADVISORY SERVICES (PRIVATE) LIMITED,6/26/07,Karachi
9183,0061698,KARWAN-E-KASHAF HAJJ & UMRA SERVICES (PRIVATE) LIMITED,6/19/07,Quetta
9184,0061617,M  PAY (PRIVATE) LIMITED,6/14/07,Karachi
9185,0061625,NT ASSOCIATES (PRIVATE ) LIMITED,6/14/07,Karachi
9186,0061780,LASBELA HAJJ SERVICES (PRIVATE) LIMITED,6/22/07,Quetta
9187,0061763,AL-FAIMA HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,6/22/07,Quetta
9188,0061689,CRESCENT PHARMA (PRIVATE) LIMITED,6/19/07,Karachi
9189,0061970,HEADLION (PRIVATE) LIMITED,7/4/07,Karachi
9190,0061609,ENGAGE HUMAN RESOURCES (PRIVATE) LIMITED,6/14/07,Karachi
9191,0073532,CAPITAL SERVICES (PVT.) LIMITED,9/8/10,Islamabad
9192,0061602,ANWAR SADIQ INTERNATIONAL SERVICES (PVT.) LIMITED,6/14/07,Lahore
9193,0061614,KARWAN-E-DAR-UL-AMIN HAJJ & UMRAH (PRIVATE) LIMITED,6/14/07,Karachi
9194,0061535,BRIDGE INTERNATIONAL (PVT.) LIMITED,6/11/07,Lahore
9195,0064572,N.R TRAVEL & TOURS (PRIVATE) LIMITED,3/3/08,Quetta
9196,0060768,MG POWER SYSTEMS (PVT.) LIMITED,5/3/07,Islamabad
9197,0061387,K.K TRAVEL & TOURS (PRIVATE) LIMITED,6/4/07,Quetta
9198,0060806,RAFIQ & FRIENDS (PRIVATE) LIMITED,5/4/07,Islamabad
9199,0061887,AL-REHMAN FARMS (PVT.) LIMITED,6/29/07,Islamabad
9200,0061920,UNIQUE ROCKS (PVT.) LIMITED,6/29/07,Lahore
9201,0061490,INSERAM-E-CAVISH (PRIVATE) LIMITED,6/7/07,Islamabad
9202,0070829,TELE SEHAT (PVT.) LIMITED,11/10/09,Islamabad
9203,0061711,GNP SHIPPING (PRIVATE) LIMITED,6/20/07,Karachi
9204,0061955,PRINT MANAGEMENT INFORMATION SOLUTIONS (PVT.) LIMITED,7/3/07,Lahore
9205,0061957,S. S. BUILDERS AND CONTRACTORS (PRIVATE) LIMITED,7/3/07,Karachi
9206,0061888,AL-REHMAN VALLEY (PVT.) LIMITED,6/29/07,Islamabad
9207,0061969,GWADAR TELEVISION (PRIVATE) LIMITED,7/4/07,Quetta
9208,0060870,MUTEEBA HAJ & UMRAH SERVICES (PVT.) LIMITED,5/8/07,Islamabad
9209,0060863,JANDAL TOURS & TRAVELS HAJ UMRAH SERVICES (PRIVATE) LIMITED,5/8/07,Islamabad
9210,0060877,WOOLEE (PRIVATE) LIMITED,5/8/07,Karachi
9211,0061951,NEUCON (PRIVATE) LIMITED,7/3/07,Karachi
9212,0073637,INNOTECH ENGINEERING CONSULTANCY SERVICES (PVT.) LIMITED,9/27/10,Karachi
9213,0062022,TOOR KAKA HAJJ SERVICES (PRIVATE) LIMITED,7/6/07,Quetta
9214,0021110,ROYAL MANAGEMENT SERVICES (PVT.) LIMITED,2/11/90,Islamabad
9215,0060398,AL-RAFEY-UL-HAQ (PRIVATE) LIMITED,4/12/07,Karachi
9216,0068888,FAST SMS SOLUTIONS (PVT.) LIMITED,3/11/09,Islamabad
9217,0073531,TECH-IT (PVT.) LIMITED,9/8/10,Islamabad
9218,0062033,KARWAN NOOR-E-HIDAYAT (PRIVATE) LIMITED,7/9/07,Karachi
9219,0061252,HAYATS SINCE 1870 (PVT.) LIMITED,5/25/07,Lahore
9220,0060739,QAFLA-E-AL-REHMAN HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,5/2/07,Islamabad
9221,0060903,STEP FAST (PRIVATE) LIMITED,5/9/07,Islamabad
9222,0060904,TIGER HYDROCARBONS (PRIVATE) LIMITED,5/9/07,Islamabad
9223,0064755,DOMUS CRETE (PRIVATE) LIMITED,3/14/08,Quetta
9224,0062012,KNACK (PRIVATE) LIMITED,7/6/07,Karachi
9225,0062005,ORION GLOBAL (PRIVATE) LIMITED,7/6/07,Islamabad
9226,0062004,AL-SHAFI INTERNATIONAL (PVT.) LIMITED,7/6/07,Islamabad
9227,0062002,AIN INTERNATIONAL (PRIVATE) LIMITED,7/6/07,Islamabad
9228,0060956,OPTEC (PVT.) LIMITED,5/11/07,Lahore
9229,0060959,REAL THINKERS (PVT.) LIMITED,5/11/07,Lahore
9230,0060816,WILL PHARMACEUTICALS (PVT.) LIMITED,5/4/07,Islamabad
9231,0068404,KHYBER EXPORT & IMPORT (PVT.) LIMITED,1/2/09,Islamabad
9232,0061721,KARWAN-E-AMBER (PVT.) LIMITED,6/20/07,Islamabad
9233,0062003,AL-BAQRA SLAUGHTER HOUSE & CATTLE FARMING (PRIVATE) LIMITED,7/6/07,Karachi
9234,0060958,RASHID & BROTHERS (PRIVATE) LIMITED,5/11/07,Karachi
9235,0061312,M.H. TRAVELS AND TOURS (PRIVATE) LIMITED,5/29/07,Quetta
9236,0061899,HARAM-E-MUSTAFA TOURS HAJJ & UMRAH (PRIVATE) LIMITED,6/29/07,Karachi
9237,0061908,LIGHT WAVES TELECOM (PRIVATE) LIMITED.,6/29/07,Karachi
9238,0061912,Q PARCHAM-CAREER DEVELOPMENT EMPLOYMENT NETWORK (PRIVATE) LIMITED,6/29/07,Karachi
9239,0061854,ROOT & LEAF IMPEX (PVT.) LIMITED,6/27/07,Lahore
9240,0062047,KARACHI INSTITUTE OF TAXATION STUDIES (PRIVATE) LIMITED.,7/10/07,Karachi
9241,0068408,IHSAN TRADING COMPANY (PVT.) LIMITED,1/2/09,Quetta
9242,0062044,GE HEALTHCARE IVD PAKISTAN  (PRIVATE) LIMITED,7/10/07,Karachi
9243,0082042,PAK-GERMAN RESOURCES (PVT.) LIMITED,12/14/12,Islamabad
9244,0060661,WESTERN WORLD-WIDE (PVT.) LIMITED,4/26/07,Lahore
9245,0060699,BESTWAY MARKETING (PRIVATE) LIMITED,4/30/07,Islamabad
9246,0061709,CAREER MENTORS (PVT.) LIMITED,6/20/07,Lahore
9247,0061932,SERV MED (PVT.) LIMITED,7/2/07,Lahore
9248,0061958,STANDARD FOR TECHNOLOGY (PVT.) LIMITED,7/3/07,Lahore
9249,0061641,HIF TRADERS (PVT.) LIMITED,6/15/07,Lahore
9250,0062330,UMID TRAVELS (PRIVATE) LIMITED,7/26/07,Karachi
9251,0062213,QUICK MOVERS (PVT.) LIMITED,7/19/07,Islamabad
9252,0062221,ZYXEL PAKISTAN (PRIVATE) LIMITED.,7/19/07,Karachi
9253,0073527,FUN PAARA (PVT.) LIMITED,9/8/10,Karachi
9254,0073103,EVOLUTION ENGINEERING (PVT.) LIMITED,7/14/10,Karachi
9255,0062186,M. S. NAGORI (PRIVATE) LIMITED,7/18/07,Karachi
9256,0062077,UNIVERSAL UNITED (PRIVATE) LIMITED,7/11/07,Karachi
9257,0062058,AL-MUSATTER HAJJ & UMRAH SERVICES (PRIVATE) LIMITED,7/11/07,Islamabad
9258,0062057,ABM-BCI SERVICES (PRIVATE) LIMITED,7/11/07,Karachi
9259,0064613,IJM GULF PAKISTAN (PVT.) LIMITED,3/6/08,Islamabad
9260,0064766,PUURE BAG (PVT.) LIMITED,3/17/08,Lahore
9261,0062277,RED HOT DEVELOPMENT COMPANY (PRIVATE) LIMITED,7/24/07,Karachi
9262,0062266,ALPIALL ASSOCIATE (PRIVATE) LIMITED,7/24/07,Islamabad
9263,0062111,KARWAN-E-LUDHYANVI HAJJ & UMRAH (PRIVATE) LIMITED,7/13/07,Karachi
9264,0064620,T.M. FAMILY CARE (PVT.) LIMITED,3/6/08,Lahore
9265,0062099,ADAM SHIPPING (PVT.) LIMITED,7/13/07,Karachi
9266,0062108,HATTAR INDUSTRIES (PVT.) LIMITED,7/13/07,Islamabad
9267,0062235,SAZ FOODS (PVT.) LIMITED,7/20/07,Islamabad
9268,0062234,PAK RUBBER & RETREADING SERVICES (PRIVATE) LIMITED,7/20/07,Karachi
9269,0062267,AMEER BOTTLING (PVT.) LIMITED,7/24/07,Lahore
9270,0062102,BAB-UL- ISLAM (PRIVATE) LIMITED,7/13/07,Islamabad
9271,0062238,SAWAN HAJJ SERVICES (PRIVATE) LIMITED,7/20/07,Quetta
9272,0062259,SHAN STEEL (PVT.) LIMITED,7/23/07,Lahore
9273,0062344,TAI'S YOGA CENTER (PVT.) LIMITED,7/27/07,Lahore
9274,0062219,TESCON (PVT.) LIMITED,7/19/07,Islamabad
9275,0062084,DIGI PAK CORPORATION (PRIVATE) LIMITED,7/12/07,Karachi
9276,0062358,PROMERO ENGINEERING SOLUTIONS (PRIVATE) LIMITED,7/30/07,Islamabad
9277,0082053,FIRE AND SECURITY CONSULTANT (PVT.) LIMITED,12/17/12,Karachi
